id,date,siteid,name,actual_description,state,arrivals,departures
24837,16/07/2016,16,CC,Construction Camp APOD,0,0,0
24838,16/07/2016,19,CIIDC,CI - North West Point,233,0,0
24839,16/07/2016,10,MIDC,Maribyrnong IDC,110,2,0
24840,16/07/2016,9,MITA,Melbourne ITA,186,3,0
24841,16/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24842,16/07/2016,7,PIDC,Perth IDC,25,3,3
24843,16/07/2016,8,PIRH,Perth IRH,4,0,0
24844,16/07/2016,5,SIRH,Sydney IRH,0,0,0
24845,16/07/2016,4,VIDC,Villawood IDC,427,7,0
24846,16/07/2016,14,WPIDF,Wickham Point APOD,58,2,0
24847,16/07/2016,13,YHIDC,Yongah Hill IDC,442,1,0
24897,17/07/2016,2,AITA,Adelaide ITA,21,0,0
24898,17/07/2016,3,BITA,Brisbane ITA,94,2,0
24899,17/07/2016,15,BAPOD,Bladin APOD,0,0,0
24900,17/07/2016,16,CC,Construction Camp APOD,0,0,0
24901,17/07/2016,19,CIIDC,CI - North West Point,233,0,0
24902,17/07/2016,10,MIDC,Maribyrnong IDC,111,2,1
24903,17/07/2016,9,MITA,Melbourne ITA,183,1,4
24904,17/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24905,17/07/2016,7,PIDC,Perth IDC,24,1,2
24906,17/07/2016,8,PIRH,Perth IRH,4,0,0
24907,17/07/2016,5,SIRH,Sydney IRH,0,0,0
24908,17/07/2016,4,VIDC,Villawood IDC,426,0,1
24909,17/07/2016,14,WPIDF,Wickham Point APOD,58,0,0
24910,17/07/2016,13,YHIDC,Yongah Hill IDC,441,0,1
24960,18/07/2016,2,AITA,Adelaide ITA,19,0,2
24961,18/07/2016,3,BITA,Brisbane ITA,97,3,0
24962,18/07/2016,15,BAPOD,Bladin APOD,0,0,0
24963,18/07/2016,16,CC,Construction Camp APOD,0,0,0
24964,18/07/2016,19,CIIDC,CI - North West Point,233,0,0
24965,18/07/2016,10,MIDC,Maribyrnong IDC,112,3,2
24966,18/07/2016,9,MITA,Melbourne ITA,180,1,4
24967,18/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24968,18/07/2016,7,PIDC,Perth IDC,23,0,1
24969,18/07/2016,8,PIRH,Perth IRH,4,0,0
24970,18/07/2016,5,SIRH,Sydney IRH,0,0,0
24971,18/07/2016,4,VIDC,Villawood IDC,429,3,0
24972,18/07/2016,14,WPIDF,Wickham Point APOD,56,0,2
24973,18/07/2016,13,YHIDC,Yongah Hill IDC,441,0,0
25023,19/07/2016,2,AITA,Adelaide ITA,20,1,0
25024,19/07/2016,3,BITA,Brisbane ITA,100,7,4
25025,19/07/2016,15,BAPOD,Bladin APOD,0,0,0
25026,19/07/2016,16,CC,Construction Camp APOD,0,0,0
25027,19/07/2016,19,CIIDC,CI - North West Point,232,0,1
25028,19/07/2016,10,MIDC,Maribyrnong IDC,113,1,0
25029,19/07/2016,9,MITA,Melbourne ITA,184,8,4
25030,19/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25031,19/07/2016,7,PIDC,Perth IDC,23,0,0
25032,19/07/2016,8,PIRH,Perth IRH,4,0,0
25033,19/07/2016,5,SIRH,Sydney IRH,0,0,0
25034,19/07/2016,4,VIDC,Villawood IDC,437,13,5
25035,19/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
25036,19/07/2016,13,YHIDC,Yongah Hill IDC,439,0,2
25086,20/07/2016,2,AITA,Adelaide ITA,21,1,0
25087,20/07/2016,3,BITA,Brisbane ITA,99,0,1
25088,20/07/2016,15,BAPOD,Bladin APOD,0,0,0
25089,20/07/2016,16,CC,Construction Camp APOD,0,0,0
25090,20/07/2016,19,CIIDC,CI - North West Point,232,0,0
25091,20/07/2016,10,MIDC,Maribyrnong IDC,111,0,2
25092,20/07/2016,9,MITA,Melbourne ITA,183,1,2
25093,20/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25094,20/07/2016,7,PIDC,Perth IDC,23,2,2
25095,20/07/2016,8,PIRH,Perth IRH,4,0,0
25096,20/07/2016,5,SIRH,Sydney IRH,0,0,0
25097,20/07/2016,4,VIDC,Villawood IDC,434,5,8
25098,20/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
25099,20/07/2016,13,YHIDC,Yongah Hill IDC,437,0,2
25149,21/07/2016,2,AITA,Adelaide ITA,21,1,1
25150,21/07/2016,3,BITA,Brisbane ITA,101,4,2
25151,21/07/2016,15,BAPOD,Bladin APOD,0,0,0
25152,21/07/2016,16,CC,Construction Camp APOD,0,0,0
25153,21/07/2016,19,CIIDC,CI - North West Point,232,0,0
25154,21/07/2016,10,MIDC,Maribyrnong IDC,109,0,2
25155,21/07/2016,9,MITA,Melbourne ITA,189,8,2
25156,21/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25157,21/07/2016,7,PIDC,Perth IDC,25,2,0
25158,21/07/2016,8,PIRH,Perth IRH,3,0,1
25159,21/07/2016,5,SIRH,Sydney IRH,0,0,0
25160,21/07/2016,4,VIDC,Villawood IDC,427,2,9
25161,21/07/2016,14,WPIDF,Wickham Point APOD,28,1,29
25162,21/07/2016,13,YHIDC,Yongah Hill IDC,436,1,2
25212,22/07/2016,2,AITA,Adelaide ITA,18,0,3
25213,22/07/2016,3,BITA,Brisbane ITA,100,6,7
25214,22/07/2016,15,BAPOD,Bladin APOD,0,0,0
25215,22/07/2016,16,CC,Construction Camp APOD,0,0,0
25216,22/07/2016,19,CIIDC,CI - North West Point,232,0,0
25217,22/07/2016,10,MIDC,Maribyrnong IDC,110,1,0
25218,22/07/2016,9,MITA,Melbourne ITA,191,4,2
25219,22/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25220,22/07/2016,7,PIDC,Perth IDC,28,3,0
25221,22/07/2016,8,PIRH,Perth IRH,3,0,0
25222,22/07/2016,5,SIRH,Sydney IRH,0,0,0
25223,22/07/2016,4,VIDC,Villawood IDC,423,3,7
25224,22/07/2016,14,WPIDF,Wickham Point APOD,27,0,1
25225,22/07/2016,13,YHIDC,Yongah Hill IDC,437,2,1
25275,23/07/2016,2,AITA,Adelaide ITA,18,0,0
25276,23/07/2016,3,BITA,Brisbane ITA,99,0,1
25277,23/07/2016,15,BAPOD,Bladin APOD,0,0,0
25278,23/07/2016,16,CC,Construction Camp APOD,0,0,0
25279,23/07/2016,19,CIIDC,CI - North West Point,231,0,1
25280,23/07/2016,10,MIDC,Maribyrnong IDC,111,3,2
25281,23/07/2016,9,MITA,Melbourne ITA,189,0,2
25282,23/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25283,23/07/2016,7,PIDC,Perth IDC,31,7,4
25284,23/07/2016,8,PIRH,Perth IRH,3,0,0
25285,23/07/2016,5,SIRH,Sydney IRH,0,0,0
25286,23/07/2016,4,VIDC,Villawood IDC,426,4,1
25287,23/07/2016,14,WPIDF,Wickham Point APOD,27,0,0
25288,23/07/2016,13,YHIDC,Yongah Hill IDC,437,0,0
25338,24/07/2016,2,AITA,Adelaide ITA,18,0,0
25339,24/07/2016,3,BITA,Brisbane ITA,97,1,3
25340,24/07/2016,15,BAPOD,Bladin APOD,0,0,0
25341,24/07/2016,16,CC,Construction Camp APOD,0,0,0
25342,24/07/2016,19,CIIDC,CI - North West Point,231,0,0
25343,24/07/2016,10,MIDC,Maribyrnong IDC,111,0,0
25344,24/07/2016,9,MITA,Melbourne ITA,192,3,0
25345,24/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25346,24/07/2016,7,PIDC,Perth IDC,25,0,6
25347,24/07/2016,8,PIRH,Perth IRH,3,0,0
25348,24/07/2016,5,SIRH,Sydney IRH,0,0,0
25349,24/07/2016,4,VIDC,Villawood IDC,432,6,0
25350,24/07/2016,14,WPIDF,Wickham Point APOD,27,0,0
25351,24/07/2016,13,YHIDC,Yongah Hill IDC,438,1,0
25401,25/07/2016,2,AITA,Adelaide ITA,19,1,0
25402,25/07/2016,3,BITA,Brisbane ITA,97,2,2
25403,25/07/2016,15,BAPOD,Bladin APOD,0,0,0
25404,25/07/2016,16,CC,Construction Camp APOD,0,0,0
25405,25/07/2016,19,CIIDC,CI - North West Point,230,0,1
25406,25/07/2016,10,MIDC,Maribyrnong IDC,111,1,1
25407,25/07/2016,9,MITA,Melbourne ITA,190,3,5
25408,25/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25409,25/07/2016,7,PIDC,Perth IDC,25,1,1
25410,25/07/2016,8,PIRH,Perth IRH,3,0,0
25411,25/07/2016,5,SIRH,Sydney IRH,0,0,0
25412,25/07/2016,4,VIDC,Villawood IDC,427,1,6
25413,25/07/2016,14,WPIDF,Wickham Point APOD,28,1,0
25414,25/07/2016,13,YHIDC,Yongah Hill IDC,439,1,0
25464,26/07/2016,2,AITA,Adelaide ITA,17,0,2
25465,26/07/2016,3,BITA,Brisbane ITA,96,1,2
25466,26/07/2016,15,BAPOD,Bladin APOD,0,0,0
25467,26/07/2016,16,CC,Construction Camp APOD,0,0,0
25468,26/07/2016,19,CIIDC,CI - North West Point,249,19,0
25469,26/07/2016,10,MIDC,Maribyrnong IDC,103,1,9
25470,26/07/2016,9,MITA,Melbourne ITA,188,2,4
25471,26/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25472,26/07/2016,7,PIDC,Perth IDC,25,2,2
25473,26/07/2016,8,PIRH,Perth IRH,3,0,0
25474,26/07/2016,5,SIRH,Sydney IRH,0,0,0
25475,26/07/2016,4,VIDC,Villawood IDC,422,5,10
25476,26/07/2016,14,WPIDF,Wickham Point APOD,29,1,0
25477,26/07/2016,13,YHIDC,Yongah Hill IDC,438,2,3
25527,27/07/2016,2,AITA,Adelaide ITA,17,2,2
25528,27/07/2016,3,BITA,Brisbane ITA,96,2,2
25529,27/07/2016,15,BAPOD,Bladin APOD,0,0,0
25530,27/07/2016,16,CC,Construction Camp APOD,0,0,0
25531,27/07/2016,19,CIIDC,CI - North West Point,243,0,6
25532,27/07/2016,10,MIDC,Maribyrnong IDC,105,3,1
25533,27/07/2016,9,MITA,Melbourne ITA,180,3,11
25534,27/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25535,27/07/2016,7,PIDC,Perth IDC,30,7,2
25536,27/07/2016,8,PIRH,Perth IRH,3,0,0
25537,27/07/2016,5,SIRH,Sydney IRH,0,0,0
25538,27/07/2016,4,VIDC,Villawood IDC,423,8,7
25539,27/07/2016,14,WPIDF,Wickham Point APOD,29,0,0
25540,27/07/2016,13,YHIDC,Yongah Hill IDC,441,3,0
25590,28/07/2016,2,AITA,Adelaide ITA,17,0,0
25591,28/07/2016,3,BITA,Brisbane ITA,86,4,14
25592,28/07/2016,15,BAPOD,Bladin APOD,0,0,0
25593,28/07/2016,16,CC,Construction Camp APOD,0,0,0
25594,28/07/2016,19,CIIDC,CI - North West Point,243,0,0
25595,28/07/2016,10,MIDC,Maribyrnong IDC,106,3,2
25596,28/07/2016,9,MITA,Melbourne ITA,190,13,3
25597,28/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25598,28/07/2016,7,PIDC,Perth IDC,25,0,5
25599,28/07/2016,8,PIRH,Perth IRH,3,0,0
25600,28/07/2016,5,SIRH,Sydney IRH,0,0,0
25601,28/07/2016,4,VIDC,Villawood IDC,420,6,9
25602,28/07/2016,14,WPIDF,Wickham Point APOD,28,0,1
25603,28/07/2016,13,YHIDC,Yongah Hill IDC,443,3,1
25653,29/07/2016,2,AITA,Adelaide ITA,18,1,0
25654,29/07/2016,3,BITA,Brisbane ITA,85,1,2
25655,29/07/2016,15,BAPOD,Bladin APOD,0,0,0
25656,29/07/2016,16,CC,Construction Camp APOD,0,0,0
25657,29/07/2016,19,CIIDC,CI - North West Point,243,0,0
25658,29/07/2016,10,MIDC,Maribyrnong IDC,106,2,2
25659,29/07/2016,9,MITA,Melbourne ITA,188,5,7
25660,29/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25661,29/07/2016,7,PIDC,Perth IDC,34,13,4
25662,29/07/2016,8,PIRH,Perth IRH,3,0,0
25663,29/07/2016,5,SIRH,Sydney IRH,0,0,0
25664,29/07/2016,4,VIDC,Villawood IDC,422,6,4
25665,29/07/2016,14,WPIDF,Wickham Point APOD,27,0,1
25666,29/07/2016,13,YHIDC,Yongah Hill IDC,445,2,0
25716,31/07/2016,2,AITA,Adelaide ITA,18,0,1
25717,31/07/2016,3,BITA,Brisbane ITA,85,0,0
25718,31/07/2016,15,BAPOD,Bladin APOD,0,0,0
25719,31/07/2016,16,CC,Construction Camp APOD,0,0,0
25720,31/07/2016,19,CIIDC,CI - North West Point,243,0,0
25721,31/07/2016,10,MIDC,Maribyrnong IDC,107,1,0
25722,31/07/2016,9,MITA,Melbourne ITA,194,7,3
25723,31/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25724,31/07/2016,7,PIDC,Perth IDC,23,1,13
25725,31/07/2016,8,PIRH,Perth IRH,3,0,0
25726,31/07/2016,5,SIRH,Sydney IRH,0,0,0
25727,31/07/2016,4,VIDC,Villawood IDC,426,5,4
25728,31/07/2016,14,WPIDF,Wickham Point APOD,27,0,0
25729,31/07/2016,13,YHIDC,Yongah Hill IDC,445,0,1
25779,30/07/2016,2,AITA,Adelaide ITA,19,1,0
25780,30/07/2016,3,BITA,Brisbane ITA,85,1,1
25781,30/07/2016,15,BAPOD,Bladin APOD,0,0,0
25782,30/07/2016,16,CC,Construction Camp APOD,0,0,0
25783,30/07/2016,19,CIIDC,CI - North West Point,243,0,0
25784,30/07/2016,10,MIDC,Maribyrnong IDC,106,2,2
25785,30/07/2016,9,MITA,Melbourne ITA,190,3,1
25786,30/07/2016,17,PH,Phosphate Hill APOD,0,0,0
25787,30/07/2016,7,PIDC,Perth IDC,35,12,11
25788,30/07/2016,8,PIRH,Perth IRH,3,0,0
25789,30/07/2016,5,SIRH,Sydney IRH,0,0,0
25790,30/07/2016,4,VIDC,Villawood IDC,425,6,3
25791,30/07/2016,14,WPIDF,Wickham Point APOD,27,0,0
25792,30/07/2016,13,YHIDC,Yongah Hill IDC,446,1,0
25842,1/08/2016,2,AITA,Adelaide ITA,18,0,0
25843,1/08/2016,3,BITA,Brisbane ITA,90,6,1
25844,1/08/2016,15,BAPOD,Bladin APOD,0,0,0
25845,1/08/2016,16,CC,Construction Camp APOD,0,0,0
25846,1/08/2016,19,CIIDC,CI - North West Point,243,0,0
25847,1/08/2016,10,MIDC,Maribyrnong IDC,106,1,2
25848,1/08/2016,9,MITA,Melbourne ITA,192,3,5
25849,1/08/2016,17,PH,Phosphate Hill APOD,0,0,0
25850,1/08/2016,7,PIDC,Perth IDC,23,0,0
25851,1/08/2016,8,PIRH,Perth IRH,3,0,0
25852,1/08/2016,5,SIRH,Sydney IRH,0,0,0
25853,1/08/2016,4,VIDC,Villawood IDC,428,3,1
25854,1/08/2016,14,WPIDF,Wickham Point APOD,28,1,0
25855,1/08/2016,13,YHIDC,Yongah Hill IDC,443,0,2
25905,2/08/2016,2,AITA,Adelaide ITA,18,0,0
25906,2/08/2016,3,BITA,Brisbane ITA,96,7,1
25907,2/08/2016,15,BAPOD,Bladin APOD,0,0,0
25908,2/08/2016,16,CC,Construction Camp APOD,0,0,0
25909,2/08/2016,19,CIIDC,CI - North West Point,243,0,0
25910,2/08/2016,10,MIDC,Maribyrnong IDC,106,1,1
25911,2/08/2016,9,MITA,Melbourne ITA,193,9,8
25912,2/08/2016,17,PH,Phosphate Hill APOD,0,0,0
25913,2/08/2016,7,PIDC,Perth IDC,23,2,2
25914,2/08/2016,8,PIRH,Perth IRH,3,0,0
25915,2/08/2016,5,SIRH,Sydney IRH,0,0,0
25916,2/08/2016,4,VIDC,Villawood IDC,430,6,4
25917,2/08/2016,14,WPIDF,Wickham Point APOD,28,0,0
25918,2/08/2016,13,YHIDC,Yongah Hill IDC,442,1,2
25968,3/08/2016,2,AITA,Adelaide ITA,18,0,0
25969,3/08/2016,3,BITA,Brisbane ITA,93,2,5
25970,3/08/2016,15,BAPOD,Bladin APOD,0,0,0
25971,3/08/2016,16,CC,Construction Camp APOD,0,0,0
25972,3/08/2016,19,CIIDC,CI - North West Point,250,7,0
25973,3/08/2016,10,MIDC,Maribyrnong IDC,107,2,1
25974,3/08/2016,9,MITA,Melbourne ITA,192,2,3
25975,3/08/2016,17,PH,Phosphate Hill APOD,0,0,0
25976,3/08/2016,7,PIDC,Perth IDC,22,1,2
25977,3/08/2016,8,PIRH,Perth IRH,3,0,0
25978,3/08/2016,5,SIRH,Sydney IRH,0,0,0
25979,3/08/2016,4,VIDC,Villawood IDC,438,15,7
25980,3/08/2016,14,WPIDF,Wickham Point APOD,28,0,0
25981,3/08/2016,13,YHIDC,Yongah Hill IDC,436,3,9
26031,4/08/2016,2,AITA,Adelaide ITA,19,2,1
26032,4/08/2016,3,BITA,Brisbane ITA,95,7,5
26033,4/08/2016,15,BAPOD,Bladin APOD,0,0,0
26034,4/08/2016,16,CC,Construction Camp APOD,0,0,0
26035,4/08/2016,19,CIIDC,CI - North West Point,243,0,7
26036,4/08/2016,10,MIDC,Maribyrnong IDC,111,6,2
26037,4/08/2016,9,MITA,Melbourne ITA,183,4,13
26038,4/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26039,4/08/2016,7,PIDC,Perth IDC,27,5,0
26040,4/08/2016,8,PIRH,Perth IRH,3,0,0
26041,4/08/2016,5,SIRH,Sydney IRH,0,0,0
26042,4/08/2016,4,VIDC,Villawood IDC,433,9,14
26043,4/08/2016,14,WPIDF,Wickham Point APOD,27,0,1
26044,4/08/2016,13,YHIDC,Yongah Hill IDC,438,3,1
26094,5/08/2016,2,AITA,Adelaide ITA,18,1,2
26095,5/08/2016,3,BITA,Brisbane ITA,93,2,4
26096,5/08/2016,15,BAPOD,Bladin APOD,0,0,0
26097,5/08/2016,16,CC,Construction Camp APOD,0,0,0
26098,5/08/2016,19,CIIDC,CI - North West Point,243,0,0
26099,5/08/2016,10,MIDC,Maribyrnong IDC,113,4,2
26100,5/08/2016,9,MITA,Melbourne ITA,183,3,3
26101,5/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26102,5/08/2016,7,PIDC,Perth IDC,32,5,0
26103,5/08/2016,8,PIRH,Perth IRH,3,0,0
26104,5/08/2016,5,SIRH,Sydney IRH,0,0,0
26105,5/08/2016,4,VIDC,Villawood IDC,432,10,11
26106,5/08/2016,14,WPIDF,Wickham Point APOD,1,1,27
26107,5/08/2016,13,YHIDC,Yongah Hill IDC,431,3,10
26157,6/08/2016,2,AITA,Adelaide ITA,17,0,1
26158,6/08/2016,3,BITA,Brisbane ITA,93,0,0
26159,6/08/2016,15,BAPOD,Bladin APOD,0,0,0
26160,6/08/2016,16,CC,Construction Camp APOD,0,0,0
26161,6/08/2016,19,CIIDC,CI - North West Point,240,0,3
26162,6/08/2016,10,MIDC,Maribyrnong IDC,112,0,1
26163,6/08/2016,9,MITA,Melbourne ITA,182,0,1
26164,6/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26165,6/08/2016,7,PIDC,Perth IDC,28,0,4
26166,6/08/2016,8,PIRH,Perth IRH,3,0,0
26167,6/08/2016,5,SIRH,Sydney IRH,0,0,0
26168,6/08/2016,4,VIDC,Villawood IDC,430,5,7
26169,6/08/2016,14,WPIDF,Wickham Point APOD,0,0,1
26170,6/08/2016,13,YHIDC,Yongah Hill IDC,431,0,0
26220,7/08/2016,2,AITA,Adelaide ITA,17,0,0
26221,7/08/2016,3,BITA,Brisbane ITA,94,2,1
26222,7/08/2016,15,BAPOD,Bladin APOD,0,0,0
26223,7/08/2016,16,CC,Construction Camp APOD,0,0,0
26224,7/08/2016,19,CIIDC,CI - North West Point,240,0,0
26225,7/08/2016,10,MIDC,Maribyrnong IDC,113,1,0
26226,7/08/2016,9,MITA,Melbourne ITA,186,4,0
26227,7/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26228,7/08/2016,7,PIDC,Perth IDC,26,0,2
26229,7/08/2016,8,PIRH,Perth IRH,3,0,0
26230,7/08/2016,5,SIRH,Sydney IRH,0,0,0
26231,7/08/2016,4,VIDC,Villawood IDC,432,5,3
26232,7/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26233,7/08/2016,13,YHIDC,Yongah Hill IDC,430,0,1
26283,8/08/2016,2,AITA,Adelaide ITA,16,0,1
26284,8/08/2016,3,BITA,Brisbane ITA,93,1,2
26285,8/08/2016,15,BAPOD,Bladin APOD,0,0,0
26286,8/08/2016,16,CC,Construction Camp APOD,0,0,0
26287,8/08/2016,19,CIIDC,CI - North West Point,240,0,0
26288,8/08/2016,10,MIDC,Maribyrnong IDC,110,1,4
26289,8/08/2016,9,MITA,Melbourne ITA,184,4,6
26290,8/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26291,8/08/2016,7,PIDC,Perth IDC,28,2,0
26292,8/08/2016,8,PIRH,Perth IRH,3,0,0
26293,8/08/2016,5,SIRH,Sydney IRH,0,0,0
26294,8/08/2016,4,VIDC,Villawood IDC,429,6,9
26295,8/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26296,8/08/2016,13,YHIDC,Yongah Hill IDC,430,1,1
26346,9/08/2016,2,AITA,Adelaide ITA,16,0,0
26347,9/08/2016,3,BITA,Brisbane ITA,93,1,1
26348,9/08/2016,15,BAPOD,Bladin APOD,0,0,0
26349,9/08/2016,16,CC,Construction Camp APOD,0,0,0
26350,9/08/2016,19,CIIDC,CI - North West Point,240,0,0
26351,9/08/2016,10,MIDC,Maribyrnong IDC,110,1,1
26352,9/08/2016,9,MITA,Melbourne ITA,184,2,2
26353,9/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26354,9/08/2016,7,PIDC,Perth IDC,28,2,2
26355,9/08/2016,8,PIRH,Perth IRH,3,0,0
26356,9/08/2016,5,SIRH,Sydney IRH,0,0,0
26357,9/08/2016,4,VIDC,Villawood IDC,428,10,11
26358,9/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26359,9/08/2016,13,YHIDC,Yongah Hill IDC,430,0,0
26409,10/08/2016,2,AITA,Adelaide ITA,16,0,0
26410,10/08/2016,3,BITA,Brisbane ITA,97,5,1
26411,10/08/2016,15,BAPOD,Bladin APOD,0,0,0
26412,10/08/2016,16,CC,Construction Camp APOD,0,0,0
26413,10/08/2016,19,CIIDC,CI - North West Point,240,0,0
26414,10/08/2016,10,MIDC,Maribyrnong IDC,111,3,2
26415,10/08/2016,9,MITA,Melbourne ITA,187,6,3
26416,10/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26417,10/08/2016,7,PIDC,Perth IDC,26,1,3
26418,10/08/2016,8,PIRH,Perth IRH,3,0,0
26419,10/08/2016,5,SIRH,Sydney IRH,0,0,0
26420,10/08/2016,4,VIDC,Villawood IDC,434,13,7
26421,10/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26422,10/08/2016,13,YHIDC,Yongah Hill IDC,430,1,1
26472,11/08/2016,2,AITA,Adelaide ITA,16,0,0
26473,11/08/2016,3,BITA,Brisbane ITA,97,2,2
26474,11/08/2016,15,BAPOD,Bladin APOD,0,0,0
26475,11/08/2016,16,CC,Construction Camp APOD,0,0,0
26476,11/08/2016,19,CIIDC,CI - North West Point,235,6,11
26477,11/08/2016,10,MIDC,Maribyrnong IDC,111,2,2
26478,11/08/2016,9,MITA,Melbourne ITA,184,3,6
26479,11/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26480,11/08/2016,7,PIDC,Perth IDC,30,6,2
26481,11/08/2016,8,PIRH,Perth IRH,3,0,0
26482,11/08/2016,5,SIRH,Sydney IRH,0,0,0
26483,11/08/2016,4,VIDC,Villawood IDC,432,14,16
26484,11/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26485,11/08/2016,13,YHIDC,Yongah Hill IDC,434,13,9
26535,12/08/2016,2,AITA,Adelaide ITA,18,2,0
26536,12/08/2016,3,BITA,Brisbane ITA,98,2,1
26537,12/08/2016,15,BAPOD,Bladin APOD,0,0,0
26538,12/08/2016,16,CC,Construction Camp APOD,0,0,0
26539,12/08/2016,19,CIIDC,CI - North West Point,235,0,0
26540,12/08/2016,10,MIDC,Maribyrnong IDC,110,0,1
26541,12/08/2016,9,MITA,Melbourne ITA,182,0,2
26542,12/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26543,12/08/2016,7,PIDC,Perth IDC,28,3,5
26544,12/08/2016,8,PIRH,Perth IRH,3,0,0
26545,12/08/2016,5,SIRH,Sydney IRH,0,0,0
26546,12/08/2016,4,VIDC,Villawood IDC,435,17,14
26547,12/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26548,12/08/2016,13,YHIDC,Yongah Hill IDC,432,1,3
26598,13/08/2016,2,AITA,Adelaide ITA,18,0,0
26599,13/08/2016,3,BITA,Brisbane ITA,97,0,1
26600,13/08/2016,15,BAPOD,Bladin APOD,0,0,0
26601,13/08/2016,16,CC,Construction Camp APOD,0,0,0
26602,13/08/2016,19,CIIDC,CI - North West Point,235,0,0
26603,13/08/2016,10,MIDC,Maribyrnong IDC,111,1,0
26604,13/08/2016,9,MITA,Melbourne ITA,185,3,0
26605,13/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26606,13/08/2016,7,PIDC,Perth IDC,27,1,2
26607,13/08/2016,8,PIRH,Perth IRH,3,0,0
26608,13/08/2016,5,SIRH,Sydney IRH,0,0,0
26609,13/08/2016,4,VIDC,Villawood IDC,429,5,11
26610,13/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26611,13/08/2016,13,YHIDC,Yongah Hill IDC,431,0,1
26661,14/08/2016,2,AITA,Adelaide ITA,18,0,0
26662,14/08/2016,3,BITA,Brisbane ITA,97,0,0
26663,14/08/2016,15,BAPOD,Bladin APOD,0,0,0
26664,14/08/2016,16,CC,Construction Camp APOD,0,0,0
26665,14/08/2016,19,CIIDC,CI - North West Point,235,0,0
26666,14/08/2016,10,MIDC,Maribyrnong IDC,114,3,0
26667,14/08/2016,9,MITA,Melbourne ITA,182,1,4
26668,14/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26669,14/08/2016,7,PIDC,Perth IDC,30,3,0
26670,14/08/2016,8,PIRH,Perth IRH,3,0,0
26671,14/08/2016,5,SIRH,Sydney IRH,0,0,0
26672,14/08/2016,4,VIDC,Villawood IDC,431,5,3
26673,14/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26674,14/08/2016,13,YHIDC,Yongah Hill IDC,431,0,0
26724,15/08/2016,2,AITA,Adelaide ITA,18,0,0
26725,15/08/2016,3,BITA,Brisbane ITA,98,1,0
26726,15/08/2016,15,BAPOD,Bladin APOD,0,0,0
26727,15/08/2016,16,CC,Construction Camp APOD,0,0,0
26728,15/08/2016,19,CIIDC,CI - North West Point,235,0,0
26729,15/08/2016,10,MIDC,Maribyrnong IDC,112,2,4
26730,15/08/2016,9,MITA,Melbourne ITA,181,5,6
26731,15/08/2016,17,PH,Phosphate Hill APOD,0,0,0
26732,15/08/2016,7,PIDC,Perth IDC,31,4,3
26733,15/08/2016,8,PIRH,Perth IRH,3,0,0
26734,15/08/2016,5,SIRH,Sydney IRH,0,0,0
26735,15/08/2016,4,VIDC,Villawood IDC,426,6,11
26736,15/08/2016,14,WPIDF,Wickham Point APOD,0,0,0
26737,15/08/2016,13,YHIDC,Yongah Hill IDC,429,0,2
26787,16/08/2016,2,AITA,Adelaide ITA,21,3,0
26788,16/08/2016,3,BITA,Brisbane ITA,99,1,0
26789,16/08/2016,15,BAPOD,Bladin APOD,0,0,0
26790,16/08/2016,16,CC,Construction Camp APOD,0,0,0
26791,16/08/2016,19,CIIDC,CI - North West Point,234,0,1
26792,16/08/2016,10,MIDC,Maribyrnong IDC,114,4,2
26793,16/08/2016,9,MITA,Melbourne ITA,181,3,3
