id,date,siteid,name,actual_description,state,arrivals,departures
22831,14/06/2016,13,YHIDC,Yongah Hill IDC,343,1,1
22881,15/06/2016,2,AITA,Adelaide ITA,20,1,0
22882,15/06/2016,3,BITA,Brisbane ITA,85,5,0
22883,15/06/2016,15,BAPOD,Bladin APOD,0,0,0
22884,15/06/2016,16,CC,Construction Camp APOD,0,0,0
22885,15/06/2016,19,CIIDC,CI - North West Point,190,0,0
22886,15/06/2016,10,MIDC,Maribyrnong IDC,109,0,1
22887,15/06/2016,9,MITA,Melbourne ITA,122,4,2
22888,15/06/2016,17,PH,Phosphate Hill APOD,0,0,0
22889,15/06/2016,7,PIDC,Perth IDC,29,0,1
22890,15/06/2016,8,PIRH,Perth IRH,5,0,0
22891,15/06/2016,5,SIRH,Sydney IRH,0,0,0
22892,15/06/2016,4,VIDC,Villawood IDC,433,7,8
22893,15/06/2016,14,WPIDF,Wickham Point APOD,234,0,0
22894,15/06/2016,13,YHIDC,Yongah Hill IDC,346,3,0
22944,16/06/2016,2,AITA,Adelaide ITA,21,1,0
22945,16/06/2016,3,BITA,Brisbane ITA,82,1,4
22946,16/06/2016,15,BAPOD,Bladin APOD,0,0,0
22947,16/06/2016,16,CC,Construction Camp APOD,0,0,0
22948,16/06/2016,19,CIIDC,CI - North West Point,190,0,0
22949,16/06/2016,10,MIDC,Maribyrnong IDC,111,2,0
22950,16/06/2016,9,MITA,Melbourne ITA,145,27,4
22951,16/06/2016,17,PH,Phosphate Hill APOD,0,0,0
22952,16/06/2016,7,PIDC,Perth IDC,31,2,0
22953,16/06/2016,8,PIRH,Perth IRH,5,0,0
22954,16/06/2016,5,SIRH,Sydney IRH,0,0,0
22955,16/06/2016,4,VIDC,Villawood IDC,433,7,7
22956,16/06/2016,14,WPIDF,Wickham Point APOD,173,2,63
22957,16/06/2016,13,YHIDC,Yongah Hill IDC,382,36,0
23007,17/06/2016,2,AITA,Adelaide ITA,18,1,4
23008,17/06/2016,3,BITA,Brisbane ITA,83,4,3
23009,17/06/2016,15,BAPOD,Bladin APOD,0,0,0
23010,17/06/2016,16,CC,Construction Camp APOD,0,0,0
23011,17/06/2016,19,CIIDC,CI - North West Point,190,0,0
23012,17/06/2016,10,MIDC,Maribyrnong IDC,111,2,2
23013,17/06/2016,9,MITA,Melbourne ITA,144,1,2
23014,17/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23015,17/06/2016,7,PIDC,Perth IDC,29,1,3
23016,17/06/2016,8,PIRH,Perth IRH,5,0,0
23017,17/06/2016,5,SIRH,Sydney IRH,0,0,0
23018,17/06/2016,4,VIDC,Villawood IDC,431,8,10
23019,17/06/2016,14,WPIDF,Wickham Point APOD,173,2,2
23020,17/06/2016,13,YHIDC,Yongah Hill IDC,381,1,2
23070,18/06/2016,2,AITA,Adelaide ITA,17,0,1
23071,18/06/2016,3,BITA,Brisbane ITA,84,3,2
23072,18/06/2016,15,BAPOD,Bladin APOD,0,0,0
23073,18/06/2016,16,CC,Construction Camp APOD,0,0,0
23074,18/06/2016,19,CIIDC,CI - North West Point,190,0,0
23075,18/06/2016,10,MIDC,Maribyrnong IDC,111,0,0
23076,18/06/2016,9,MITA,Melbourne ITA,150,6,0
23077,18/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23078,18/06/2016,7,PIDC,Perth IDC,29,0,0
23079,18/06/2016,8,PIRH,Perth IRH,5,0,0
23080,18/06/2016,5,SIRH,Sydney IRH,0,0,0
23081,18/06/2016,4,VIDC,Villawood IDC,437,7,1
23082,18/06/2016,14,WPIDF,Wickham Point APOD,169,0,4
23083,18/06/2016,13,YHIDC,Yongah Hill IDC,380,1,2
23133,19/06/2016,2,AITA,Adelaide ITA,17,0,0
23134,19/06/2016,3,BITA,Brisbane ITA,82,0,2
23135,19/06/2016,15,BAPOD,Bladin APOD,0,0,0
23136,19/06/2016,16,CC,Construction Camp APOD,0,0,0
23137,19/06/2016,19,CIIDC,CI - North West Point,190,0,0
23138,19/06/2016,10,MIDC,Maribyrnong IDC,111,1,1
23139,19/06/2016,9,MITA,Melbourne ITA,149,1,2
23140,19/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23141,19/06/2016,7,PIDC,Perth IDC,29,1,1
23142,19/06/2016,8,PIRH,Perth IRH,5,0,0
23143,19/06/2016,5,SIRH,Sydney IRH,0,0,0
23144,19/06/2016,4,VIDC,Villawood IDC,446,9,0
23145,19/06/2016,14,WPIDF,Wickham Point APOD,167,0,2
23146,19/06/2016,13,YHIDC,Yongah Hill IDC,379,0,1
23196,20/06/2016,2,AITA,Adelaide ITA,18,1,0
23197,20/06/2016,3,BITA,Brisbane ITA,82,2,2
23198,20/06/2016,15,BAPOD,Bladin APOD,0,0,0
23199,20/06/2016,16,CC,Construction Camp APOD,0,0,0
23200,20/06/2016,19,CIIDC,CI - North West Point,189,0,1
23201,20/06/2016,10,MIDC,Maribyrnong IDC,113,2,0
23202,20/06/2016,9,MITA,Melbourne ITA,146,5,8
23203,20/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23204,20/06/2016,7,PIDC,Perth IDC,31,2,0
23205,20/06/2016,8,PIRH,Perth IRH,5,0,0
23206,20/06/2016,5,SIRH,Sydney IRH,0,0,0
23207,20/06/2016,4,VIDC,Villawood IDC,443,5,8
23208,20/06/2016,14,WPIDF,Wickham Point APOD,166,0,1
23209,20/06/2016,13,YHIDC,Yongah Hill IDC,380,2,1
23259,21/06/2016,2,AITA,Adelaide ITA,19,1,0
23260,21/06/2016,3,BITA,Brisbane ITA,81,3,4
23261,21/06/2016,15,BAPOD,Bladin APOD,0,0,0
23262,21/06/2016,16,CC,Construction Camp APOD,0,0,0
23263,21/06/2016,19,CIIDC,CI - North West Point,189,0,0
23264,21/06/2016,10,MIDC,Maribyrnong IDC,115,4,2
23265,21/06/2016,9,MITA,Melbourne ITA,179,33,0
23266,21/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23267,21/06/2016,7,PIDC,Perth IDC,30,3,4
23268,21/06/2016,8,PIRH,Perth IRH,5,0,0
23269,21/06/2016,5,SIRH,Sydney IRH,0,0,0
23270,21/06/2016,4,VIDC,Villawood IDC,443,10,10
23271,21/06/2016,14,WPIDF,Wickham Point APOD,109,0,57
23272,21/06/2016,13,YHIDC,Yongah Hill IDC,412,34,2
23322,22/06/2016,2,AITA,Adelaide ITA,24,6,1
23323,22/06/2016,3,BITA,Brisbane ITA,86,5,0
23324,22/06/2016,15,BAPOD,Bladin APOD,0,0,0
23325,22/06/2016,16,CC,Construction Camp APOD,0,0,0
23326,22/06/2016,19,CIIDC,CI - North West Point,189,0,0
23327,22/06/2016,10,MIDC,Maribyrnong IDC,118,4,1
23328,22/06/2016,9,MITA,Melbourne ITA,177,2,4
23329,22/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23330,22/06/2016,7,PIDC,Perth IDC,31,2,1
23331,22/06/2016,8,PIRH,Perth IRH,5,0,0
23332,22/06/2016,5,SIRH,Sydney IRH,0,0,0
23333,22/06/2016,4,VIDC,Villawood IDC,435,2,10
23334,22/06/2016,14,WPIDF,Wickham Point APOD,109,0,0
23335,22/06/2016,13,YHIDC,Yongah Hill IDC,412,1,1
23385,23/06/2016,2,AITA,Adelaide ITA,24,1,1
23386,23/06/2016,3,BITA,Brisbane ITA,89,6,3
23387,23/06/2016,15,BAPOD,Bladin APOD,0,0,0
23388,23/06/2016,16,CC,Construction Camp APOD,0,0,0
23389,23/06/2016,19,CIIDC,CI - North West Point,204,19,4
23390,23/06/2016,10,MIDC,Maribyrnong IDC,104,1,15
23391,23/06/2016,9,MITA,Melbourne ITA,170,1,8
23392,23/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23393,23/06/2016,7,PIDC,Perth IDC,27,3,7
23394,23/06/2016,8,PIRH,Perth IRH,5,0,0
23395,23/06/2016,5,SIRH,Sydney IRH,0,0,0
23396,23/06/2016,4,VIDC,Villawood IDC,435,8,8
23397,23/06/2016,14,WPIDF,Wickham Point APOD,103,0,6
23398,23/06/2016,13,YHIDC,Yongah Hill IDC,411,3,4
23448,24/06/2016,2,AITA,Adelaide ITA,23,1,2
23449,24/06/2016,3,BITA,Brisbane ITA,91,6,4
23450,24/06/2016,15,BAPOD,Bladin APOD,0,0,0
23451,24/06/2016,16,CC,Construction Camp APOD,0,0,0
23452,24/06/2016,19,CIIDC,CI - North West Point,204,0,0
23453,24/06/2016,10,MIDC,Maribyrnong IDC,104,2,2
23454,24/06/2016,9,MITA,Melbourne ITA,172,3,1
23455,24/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23456,24/06/2016,7,PIDC,Perth IDC,26,0,1
23457,24/06/2016,8,PIRH,Perth IRH,5,0,0
23458,24/06/2016,5,SIRH,Sydney IRH,0,0,0
23459,24/06/2016,4,VIDC,Villawood IDC,430,3,8
23460,24/06/2016,14,WPIDF,Wickham Point APOD,129,26,0
23461,24/06/2016,13,YHIDC,Yongah Hill IDC,407,2,6
23511,25/06/2016,2,AITA,Adelaide ITA,25,2,0
23512,25/06/2016,3,BITA,Brisbane ITA,92,2,1
23513,25/06/2016,15,BAPOD,Bladin APOD,0,0,0
23514,25/06/2016,16,CC,Construction Camp APOD,0,0,0
23515,25/06/2016,19,CIIDC,CI - North West Point,204,0,0
23516,25/06/2016,10,MIDC,Maribyrnong IDC,104,0,0
23517,25/06/2016,9,MITA,Melbourne ITA,174,2,0
23518,25/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23519,25/06/2016,7,PIDC,Perth IDC,26,0,0
23520,25/06/2016,8,PIRH,Perth IRH,5,0,0
23521,25/06/2016,5,SIRH,Sydney IRH,0,0,0
23522,25/06/2016,4,VIDC,Villawood IDC,433,4,1
23523,25/06/2016,14,WPIDF,Wickham Point APOD,129,0,0
23524,25/06/2016,13,YHIDC,Yongah Hill IDC,408,1,0
23574,26/06/2016,2,AITA,Adelaide ITA,23,0,2
23575,26/06/2016,3,BITA,Brisbane ITA,90,3,5
23576,26/06/2016,15,BAPOD,Bladin APOD,0,0,0
23577,26/06/2016,16,CC,Construction Camp APOD,0,0,0
23578,26/06/2016,19,CIIDC,CI - North West Point,204,0,0
23579,26/06/2016,10,MIDC,Maribyrnong IDC,107,3,0
23580,26/06/2016,9,MITA,Melbourne ITA,173,0,1
23581,26/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23582,26/06/2016,7,PIDC,Perth IDC,26,1,1
23583,26/06/2016,8,PIRH,Perth IRH,5,0,0
23584,26/06/2016,5,SIRH,Sydney IRH,0,0,0
23585,26/06/2016,4,VIDC,Villawood IDC,437,5,1
23586,26/06/2016,14,WPIDF,Wickham Point APOD,129,0,0
23587,26/06/2016,13,YHIDC,Yongah Hill IDC,409,1,0
23637,27/06/2016,2,AITA,Adelaide ITA,24,2,1
23638,27/06/2016,3,BITA,Brisbane ITA,88,3,5
23639,27/06/2016,15,BAPOD,Bladin APOD,0,0,0
23640,27/06/2016,16,CC,Construction Camp APOD,0,0,0
23641,27/06/2016,19,CIIDC,CI - North West Point,204,0,0
23642,27/06/2016,10,MIDC,Maribyrnong IDC,107,1,1
23643,27/06/2016,9,MITA,Melbourne ITA,169,0,4
23644,27/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23645,27/06/2016,7,PIDC,Perth IDC,28,4,2
23646,27/06/2016,8,PIRH,Perth IRH,5,0,0
23647,27/06/2016,5,SIRH,Sydney IRH,0,0,0
23648,27/06/2016,4,VIDC,Villawood IDC,440,9,6
23649,27/06/2016,14,WPIDF,Wickham Point APOD,127,0,2
23650,27/06/2016,13,YHIDC,Yongah Hill IDC,407,0,2
23700,28/06/2016,2,AITA,Adelaide ITA,24,0,0
23701,28/06/2016,3,BITA,Brisbane ITA,88,2,2
23702,28/06/2016,15,BAPOD,Bladin APOD,0,0,0
23703,28/06/2016,16,CC,Construction Camp APOD,0,0,0
23704,28/06/2016,19,CIIDC,CI - North West Point,204,0,0
23705,28/06/2016,10,MIDC,Maribyrnong IDC,108,2,1
23706,28/06/2016,9,MITA,Melbourne ITA,170,4,3
23707,28/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23708,28/06/2016,7,PIDC,Perth IDC,26,1,3
23709,28/06/2016,8,PIRH,Perth IRH,5,0,0
23710,28/06/2016,5,SIRH,Sydney IRH,0,0,0
23711,28/06/2016,4,VIDC,Villawood IDC,440,11,11
23712,28/06/2016,14,WPIDF,Wickham Point APOD,127,0,0
23713,28/06/2016,13,YHIDC,Yongah Hill IDC,408,2,1
23763,29/06/2016,2,AITA,Adelaide ITA,25,1,0
23764,29/06/2016,3,BITA,Brisbane ITA,87,1,2
23765,29/06/2016,15,BAPOD,Bladin APOD,0,0,0
23766,29/06/2016,16,CC,Construction Camp APOD,0,0,0
23767,29/06/2016,19,CIIDC,CI - North West Point,204,0,0
23768,29/06/2016,10,MIDC,Maribyrnong IDC,110,3,1
23769,29/06/2016,9,MITA,Melbourne ITA,167,4,7
23770,29/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23771,29/06/2016,7,PIDC,Perth IDC,25,0,1
23772,29/06/2016,8,PIRH,Perth IRH,5,0,0
23773,29/06/2016,5,SIRH,Sydney IRH,0,0,0
23774,29/06/2016,4,VIDC,Villawood IDC,437,11,14
23775,29/06/2016,14,WPIDF,Wickham Point APOD,126,0,1
23776,29/06/2016,13,YHIDC,Yongah Hill IDC,409,3,2
23826,30/06/2016,2,AITA,Adelaide ITA,25,0,0
23827,30/06/2016,3,BITA,Brisbane ITA,87,2,2
23828,30/06/2016,15,BAPOD,Bladin APOD,0,0,0
23829,30/06/2016,16,CC,Construction Camp APOD,0,0,0
23830,30/06/2016,19,CIIDC,CI - North West Point,203,0,1
23831,30/06/2016,10,MIDC,Maribyrnong IDC,109,2,3
23832,30/06/2016,9,MITA,Melbourne ITA,176,19,10
23833,30/06/2016,17,PH,Phosphate Hill APOD,0,0,0
23834,30/06/2016,7,PIDC,Perth IDC,25,2,2
23835,30/06/2016,8,PIRH,Perth IRH,5,0,0
23836,30/06/2016,5,SIRH,Sydney IRH,0,0,0
23837,30/06/2016,4,VIDC,Villawood IDC,432,4,9
23838,30/06/2016,14,WPIDF,Wickham Point APOD,80,2,48
23839,30/06/2016,13,YHIDC,Yongah Hill IDC,438,31,2
23889,1/07/2016,2,AITA,Adelaide ITA,22,0,3
23890,1/07/2016,3,BITA,Brisbane ITA,87,0,0
23891,1/07/2016,15,BAPOD,Bladin APOD,0,0,0
23892,1/07/2016,16,CC,Construction Camp APOD,0,0,0
23893,1/07/2016,19,CIIDC,CI - North West Point,203,0,0
23894,1/07/2016,10,MIDC,Maribyrnong IDC,109,3,3
23895,1/07/2016,9,MITA,Melbourne ITA,173,2,5
23896,1/07/2016,17,PH,Phosphate Hill APOD,0,0,0
23897,1/07/2016,7,PIDC,Perth IDC,23,0,2
23898,1/07/2016,8,PIRH,Perth IRH,5,0,0
23899,1/07/2016,5,SIRH,Sydney IRH,0,0,0
23900,1/07/2016,4,VIDC,Villawood IDC,431,5,6
23901,1/07/2016,14,WPIDF,Wickham Point APOD,80,1,1
23902,1/07/2016,13,YHIDC,Yongah Hill IDC,437,0,1
23952,2/07/2016,2,AITA,Adelaide ITA,22,0,0
23953,2/07/2016,3,BITA,Brisbane ITA,87,1,1
23954,2/07/2016,15,BAPOD,Bladin APOD,0,0,0
23955,2/07/2016,16,CC,Construction Camp APOD,0,0,0
23956,2/07/2016,19,CIIDC,CI - North West Point,203,0,0
23957,2/07/2016,10,MIDC,Maribyrnong IDC,109,0,0
23958,2/07/2016,9,MITA,Melbourne ITA,175,4,2
23959,2/07/2016,17,PH,Phosphate Hill APOD,0,0,0
23960,2/07/2016,7,PIDC,Perth IDC,23,0,0
23961,2/07/2016,8,PIRH,Perth IRH,5,0,0
23962,2/07/2016,5,SIRH,Sydney IRH,0,0,0
23963,2/07/2016,4,VIDC,Villawood IDC,436,6,1
23964,2/07/2016,14,WPIDF,Wickham Point APOD,80,0,0
23965,2/07/2016,13,YHIDC,Yongah Hill IDC,437,0,0
24015,3/07/2016,2,AITA,Adelaide ITA,23,1,0
24016,3/07/2016,3,BITA,Brisbane ITA,90,3,0
24017,3/07/2016,15,BAPOD,Bladin APOD,0,0,0
24018,3/07/2016,16,CC,Construction Camp APOD,0,0,0
24019,3/07/2016,19,CIIDC,CI - North West Point,203,0,0
24020,3/07/2016,10,MIDC,Maribyrnong IDC,109,1,1
24021,3/07/2016,9,MITA,Melbourne ITA,176,1,0
24022,3/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24023,3/07/2016,7,PIDC,Perth IDC,23,0,0
24024,3/07/2016,8,PIRH,Perth IRH,5,0,0
24025,3/07/2016,5,SIRH,Sydney IRH,0,0,0
24026,3/07/2016,4,VIDC,Villawood IDC,433,2,5
24027,3/07/2016,14,WPIDF,Wickham Point APOD,80,0,0
24028,3/07/2016,13,YHIDC,Yongah Hill IDC,437,0,0
24078,4/07/2016,2,AITA,Adelaide ITA,23,1,1
24079,4/07/2016,3,BITA,Brisbane ITA,91,4,3
24080,4/07/2016,15,BAPOD,Bladin APOD,0,0,0
24081,4/07/2016,16,CC,Construction Camp APOD,0,0,0
24082,4/07/2016,19,CIIDC,CI - North West Point,203,0,0
24083,4/07/2016,10,MIDC,Maribyrnong IDC,106,1,4
24084,4/07/2016,9,MITA,Melbourne ITA,173,3,6
24085,4/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24086,4/07/2016,7,PIDC,Perth IDC,26,3,0
24087,4/07/2016,8,PIRH,Perth IRH,5,0,0
24088,4/07/2016,5,SIRH,Sydney IRH,0,0,0
24089,4/07/2016,4,VIDC,Villawood IDC,438,12,7
24090,4/07/2016,14,WPIDF,Wickham Point APOD,80,0,0
24091,4/07/2016,13,YHIDC,Yongah Hill IDC,436,0,1
24141,5/07/2016,2,AITA,Adelaide ITA,24,4,3
24142,5/07/2016,3,BITA,Brisbane ITA,92,5,4
24143,5/07/2016,15,BAPOD,Bladin APOD,0,0,0
24144,5/07/2016,16,CC,Construction Camp APOD,0,0,0
24145,5/07/2016,19,CIIDC,CI - North West Point,221,23,5
24146,5/07/2016,10,MIDC,Maribyrnong IDC,108,3,1
24147,5/07/2016,9,MITA,Melbourne ITA,174,3,2
24148,5/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24149,5/07/2016,7,PIDC,Perth IDC,21,1,6
24150,5/07/2016,8,PIRH,Perth IRH,5,0,0
24151,5/07/2016,5,SIRH,Sydney IRH,0,0,0
24152,5/07/2016,4,VIDC,Villawood IDC,421,6,23
24153,5/07/2016,14,WPIDF,Wickham Point APOD,79,0,1
24154,5/07/2016,13,YHIDC,Yongah Hill IDC,433,1,4
24204,6/07/2016,2,AITA,Adelaide ITA,29,5,0
24205,6/07/2016,3,BITA,Brisbane ITA,91,3,4
24206,6/07/2016,15,BAPOD,Bladin APOD,0,0,0
24207,6/07/2016,16,CC,Construction Camp APOD,0,0,0
24208,6/07/2016,19,CIIDC,CI - North West Point,220,0,1
24209,6/07/2016,10,MIDC,Maribyrnong IDC,117,10,1
24210,6/07/2016,9,MITA,Melbourne ITA,176,3,1
24211,6/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24212,6/07/2016,7,PIDC,Perth IDC,21,0,0
24213,6/07/2016,8,PIRH,Perth IRH,5,0,0
24214,6/07/2016,5,SIRH,Sydney IRH,0,0,0
24215,6/07/2016,4,VIDC,Villawood IDC,424,15,12
24216,6/07/2016,14,WPIDF,Wickham Point APOD,79,0,0
24217,6/07/2016,13,YHIDC,Yongah Hill IDC,438,5,0
24267,7/07/2016,2,AITA,Adelaide ITA,22,1,8
24268,7/07/2016,3,BITA,Brisbane ITA,91,2,2
24269,7/07/2016,15,BAPOD,Bladin APOD,0,0,0
24270,7/07/2016,16,CC,Construction Camp APOD,0,0,0
24271,7/07/2016,19,CIIDC,CI - North West Point,219,0,1
24272,7/07/2016,10,MIDC,Maribyrnong IDC,123,8,2
24273,7/07/2016,9,MITA,Melbourne ITA,174,2,4
24274,7/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24275,7/07/2016,7,PIDC,Perth IDC,22,2,1
24276,7/07/2016,8,PIRH,Perth IRH,5,0,0
24277,7/07/2016,5,SIRH,Sydney IRH,0,0,0
24278,7/07/2016,4,VIDC,Villawood IDC,431,12,5
24279,7/07/2016,14,WPIDF,Wickham Point APOD,58,0,21
24280,7/07/2016,13,YHIDC,Yongah Hill IDC,451,13,0
24330,8/07/2016,2,AITA,Adelaide ITA,19,2,5
24331,8/07/2016,3,BITA,Brisbane ITA,85,0,6
24332,8/07/2016,15,BAPOD,Bladin APOD,0,0,0
24333,8/07/2016,16,CC,Construction Camp APOD,0,0,0
24334,8/07/2016,19,CIIDC,CI - North West Point,219,0,0
24335,8/07/2016,10,MIDC,Maribyrnong IDC,119,3,7
24336,8/07/2016,9,MITA,Melbourne ITA,175,4,3
24337,8/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24338,8/07/2016,7,PIDC,Perth IDC,21,2,3
24339,8/07/2016,8,PIRH,Perth IRH,5,0,0
24340,8/07/2016,5,SIRH,Sydney IRH,0,0,0
24341,8/07/2016,4,VIDC,Villawood IDC,430,12,13
24342,8/07/2016,14,WPIDF,Wickham Point APOD,56,0,2
24343,8/07/2016,13,YHIDC,Yongah Hill IDC,449,1,3
24393,9/07/2016,2,AITA,Adelaide ITA,18,0,1
24394,9/07/2016,3,BITA,Brisbane ITA,85,1,1
24395,9/07/2016,15,BAPOD,Bladin APOD,0,0,0
24396,9/07/2016,16,CC,Construction Camp APOD,0,0,0
24397,9/07/2016,19,CIIDC,CI - North West Point,219,0,0
24398,9/07/2016,10,MIDC,Maribyrnong IDC,119,0,0
24399,9/07/2016,9,MITA,Melbourne ITA,175,2,2
24400,9/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24401,9/07/2016,7,PIDC,Perth IDC,22,1,0
24402,9/07/2016,8,PIRH,Perth IRH,5,0,0
24403,9/07/2016,5,SIRH,Sydney IRH,0,0,0
24404,9/07/2016,4,VIDC,Villawood IDC,427,6,9
24405,9/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24406,9/07/2016,13,YHIDC,Yongah Hill IDC,449,1,1
24456,10/07/2016,2,AITA,Adelaide ITA,18,0,0
24457,10/07/2016,3,BITA,Brisbane ITA,84,0,1
24458,10/07/2016,15,BAPOD,Bladin APOD,0,0,0
24459,10/07/2016,16,CC,Construction Camp APOD,0,0,0
24460,10/07/2016,19,CIIDC,CI - North West Point,219,0,0
24461,10/07/2016,10,MIDC,Maribyrnong IDC,119,1,1
24462,10/07/2016,9,MITA,Melbourne ITA,178,3,0
24463,10/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24464,10/07/2016,7,PIDC,Perth IDC,22,1,1
24465,10/07/2016,8,PIRH,Perth IRH,3,0,2
24466,10/07/2016,5,SIRH,Sydney IRH,0,0,0
24467,10/07/2016,4,VIDC,Villawood IDC,437,10,0
24468,10/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24469,10/07/2016,13,YHIDC,Yongah Hill IDC,448,0,1
24519,11/07/2016,2,AITA,Adelaide ITA,22,5,1
24520,11/07/2016,3,BITA,Brisbane ITA,86,2,0
24521,11/07/2016,15,BAPOD,Bladin APOD,0,0,0
24522,11/07/2016,16,CC,Construction Camp APOD,0,0,0
24523,11/07/2016,19,CIIDC,CI - North West Point,219,0,0
24524,11/07/2016,10,MIDC,Maribyrnong IDC,117,1,3
24525,11/07/2016,9,MITA,Melbourne ITA,178,1,1
24526,11/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24527,11/07/2016,7,PIDC,Perth IDC,22,1,1
24528,11/07/2016,8,PIRH,Perth IRH,3,0,0
24529,11/07/2016,5,SIRH,Sydney IRH,0,0,0
24530,11/07/2016,4,VIDC,Villawood IDC,436,4,5
24531,11/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24532,11/07/2016,13,YHIDC,Yongah Hill IDC,447,0,1
24582,12/07/2016,2,AITA,Adelaide ITA,23,1,0
24583,12/07/2016,3,BITA,Brisbane ITA,91,5,0
24584,12/07/2016,15,BAPOD,Bladin APOD,0,0,0
24585,12/07/2016,16,CC,Construction Camp APOD,0,0,0
24586,12/07/2016,19,CIIDC,CI - North West Point,237,18,0
24587,12/07/2016,10,MIDC,Maribyrnong IDC,108,0,9
24588,12/07/2016,9,MITA,Melbourne ITA,181,4,1
24589,12/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24590,12/07/2016,7,PIDC,Perth IDC,21,0,1
24591,12/07/2016,8,PIRH,Perth IRH,3,0,0
24592,12/07/2016,5,SIRH,Sydney IRH,0,0,0
24593,12/07/2016,4,VIDC,Villawood IDC,432,9,13
24594,12/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24595,12/07/2016,13,YHIDC,Yongah Hill IDC,443,2,6
24645,13/07/2016,2,AITA,Adelaide ITA,26,3,0
24646,13/07/2016,3,BITA,Brisbane ITA,90,1,2
24647,13/07/2016,15,BAPOD,Bladin APOD,0,0,0
24648,13/07/2016,16,CC,Construction Camp APOD,0,0,0
24649,13/07/2016,19,CIIDC,CI - North West Point,233,0,4
24650,13/07/2016,10,MIDC,Maribyrnong IDC,106,1,3
24651,13/07/2016,9,MITA,Melbourne ITA,182,5,4
24652,13/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24653,13/07/2016,7,PIDC,Perth IDC,22,2,1
24654,13/07/2016,8,PIRH,Perth IRH,4,1,0
24655,13/07/2016,5,SIRH,Sydney IRH,0,0,0
24656,13/07/2016,4,VIDC,Villawood IDC,428,6,10
24657,13/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24658,13/07/2016,13,YHIDC,Yongah Hill IDC,445,4,2
24708,14/07/2016,2,AITA,Adelaide ITA,26,0,0
24709,14/07/2016,3,BITA,Brisbane ITA,88,2,4
24710,14/07/2016,15,BAPOD,Bladin APOD,0,0,0
24711,14/07/2016,16,CC,Construction Camp APOD,0,0,0
24712,14/07/2016,19,CIIDC,CI - North West Point,233,0,0
24713,14/07/2016,10,MIDC,Maribyrnong IDC,107,2,1
24714,14/07/2016,9,MITA,Melbourne ITA,185,9,6
24715,14/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24716,14/07/2016,7,PIDC,Perth IDC,25,3,0
24717,14/07/2016,8,PIRH,Perth IRH,4,0,0
24718,14/07/2016,5,SIRH,Sydney IRH,0,0,0
24719,14/07/2016,4,VIDC,Villawood IDC,426,6,8
24720,14/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24721,14/07/2016,13,YHIDC,Yongah Hill IDC,441,0,4
24771,15/07/2016,2,AITA,Adelaide ITA,21,0,5
24772,15/07/2016,3,BITA,Brisbane ITA,92,5,1
24773,15/07/2016,15,BAPOD,Bladin APOD,0,0,0
24774,15/07/2016,16,CC,Construction Camp APOD,0,0,0
24775,15/07/2016,19,CIIDC,CI - North West Point,233,0,0
24776,15/07/2016,10,MIDC,Maribyrnong IDC,108,2,1
24777,15/07/2016,9,MITA,Melbourne ITA,183,3,5
24778,15/07/2016,17,PH,Phosphate Hill APOD,0,0,0
24779,15/07/2016,7,PIDC,Perth IDC,25,2,2
24780,15/07/2016,8,PIRH,Perth IRH,4,0,0
24781,15/07/2016,5,SIRH,Sydney IRH,0,0,0
24782,15/07/2016,4,VIDC,Villawood IDC,420,2,8
24783,15/07/2016,14,WPIDF,Wickham Point APOD,56,0,0
24784,15/07/2016,13,YHIDC,Yongah Hill IDC,441,2,2
24834,16/07/2016,2,AITA,Adelaide ITA,21,0,0
24835,16/07/2016,3,BITA,Brisbane ITA,92,1,1
24836,16/07/2016,15,BAPOD,Bladin APOD,0,0,0
