Date Time,T (degC), Spec_H (g/kg),Rel_H (5),Prep (mm/hr),Pressure (kPa),WV (10M),WD (10M),WV (50M),WD (50M),AllSky_Irr (Wh/m^2),Clrsky_Irr (Wh/m^2) ,Zenith
31.01.2019  14:00,27.88,19.04,81.25,0.05,100.67,4.41,350.2,4.86,351.02,613.27,806.2,36.04
31.01.2019  15:00,27.53,18.98,82.5,0.05,100.64,4.71,352.66,5.29,353.13,272.95,634.73,48.5
31.01.2019  16:00,27.19,18.86,83.62,0.05,100.65,4.81,355.53,5.49,355.6,119.34,413.27,61.98
31.01.2019  17:00,26.81,18.86,85.5,0.07,100.68,4.59,357.85,5.44,357.03,48.79,172.9,75.91
31.01.2019  18:00,26.44,18.86,87.31,0.12,100.71,4.48,0.1,5.58,358.64,7.11,11.27,88.25
31.01.2019  19:00,26.26,18.86,88.38,0.23,100.74,4.67,4.32,5.88,3.12,0,0,N/A
31.01.2019  20:00,26.13,18.92,89.5,0.44,100.8,4.78,10.83,6.11,9.5,0,0,N/A
31.01.2019  21:00,25.97,18.98,90.75,0.68,100.88,4.4,16.5,5.7,14.36,0,0,N/A
31.01.2019  22:00,25.85,19.1,91.81,0.65,100.93,3.86,18.76,5.07,15.75,0,0,N/A
31.01.2019  23:00,25.8,19.17,92.25,0.4,100.86,3.94,19.44,5.19,17.26,0,0,N/A
01.02.2019  00:00,25.75,19.1,92.25,0.23,100.82,3.14,21.01,4.06,17.7,0,0,N/A
01.02.2019  01:00,25.65,18.98,92.25,0.18,100.79,2.47,7.28,3.31,1.9,0,0,N/A
01.02.2019  02:00,25.62,19.04,92.69,0.24,100.75,2.54,0.53,3.5,356.16,0,0,N/A
01.02.2019  03:00,25.61,19.04,92.81,0.25,100.74,2.69,0.83,3.61,357.15,0,0,N/A
01.02.2019  04:00,25.62,19.1,93,0.18,100.76,2.85,6.44,3.75,3.46,0,0,N/A
01.02.2019  05:00,25.67,19.17,92.94,0.09,100.8,3.11,11.17,4.06,8.41,0,0,N/A
01.02.2019  06:00,25.73,19.17,92.94,0.03,100.85,3.35,15.85,4.4,13.15,6.76,4.15,89.29
01.02.2019  07:00,26.1,19.47,92.31,0.01,100.9,3.53,19.52,4.41,17.54,95.55,128.7,78.43
01.02.2019  08:00,26.4,19.59,91.31,0.01,100.97,3.5,22.28,4.04,21.9,277.68,365.2,64.42
01.02.2019  09:00,26.65,19.65,90.19,0.01,100.99,3.29,22.79,3.72,23.39,460.94,592.75,50.8
01.02.2019  10:00,26.84,19.53,88.75,0.02,100.97,3.12,18.57,3.5,19.69,628.98,776.1,38.05
01.02.2019  11:00,26.92,19.35,87.5,0.02,100.92,3.08,10.23,3.42,11.59,670.66,896.1,27.39
01.02.2019  12:00,26.94,19.23,86.62,0.02,100.85,3.23,1.8,3.56,3.14,685.95,891.5,22.15
01.02.2019  13:00,26.96,19.17,86.19,0.02,100.75,3.48,356.14,3.84,357.32,729.49,858.35,25.86
01.02.2019  14:00,26.98,19.1,85.75,0.01,100.67,3.71,355.66,4.1,356.94,613.28,749.6,35.85
01.02.2019  15:00,26.94,19.1,85.88,0.02,100.61,3.9,358.62,4.34,359.59,446.63,578.08,48.36
01.02.2019  16:00,26.79,19.1,86.75,0.02,100.6,4.03,3.11,4.53,3.85,312.57,364.52,61.87
01.02.2019  17:00,26.53,19.23,88.69,0.02,100.63,3.86,6.62,4.58,6.26,122.45,144.4,75.83
01.02.2019  18:00,26.21,19.35,90.69,0.02,100.64,3.76,8.6,4.87,7.28,12.48,9.98,88.22
01.02.2019  19:00,26.12,19.41,91.62,0.01,100.67,3.9,8.75,5.1,7.75,0,0,N/A
01.02.2019  20:00,26.09,19.47,92.19,0.02,100.72,3.93,9.61,5.12,8.69,0,0,N/A
01.02.2019  21:00,26.05,19.53,92.62,0.08,100.78,3.79,9.85,4.83,8.75,0,0,N/A
01.02.2019  22:00,26.02,19.53,92.88,0.08,100.82,3.48,6.58,4.33,4.56,0,0,N/A
01.02.2019  23:00,25.98,19.59,93.19,0.04,100.79,3.73,8.06,4.69,5.63,0,0,N/A
02.02.2019  00:00,25.95,19.59,93.38,0.02,100.74,3.9,14.15,4.84,11.82,0,0,N/A
02.02.2019  01:00,25.95,19.59,93.31,0.01,100.68,3.71,20.23,4.54,18.06,0,0,N/A
02.02.2019  02:00,25.96,19.59,93.25,0.01,100.64,3.45,25.06,4.17,23.3,0,0,N/A
02.02.2019  03:00,25.99,19.59,93.06,0.04,100.6,3.32,30.13,3.96,28.89,0,0,N/A
02.02.2019  04:00,26,19.53,92.94,0.05,100.61,3.23,37.04,3.86,36.27,0,0,N/A
02.02.2019  05:00,26.08,19.47,92.12,0.04,100.64,3.18,42.81,3.79,42.58,0,0,N/A
02.02.2019  06:00,26.04,19.35,91.94,0.03,100.69,3.25,45.97,3.94,45.88,6.65,4,89.29
02.02.2019  07:00,26.34,19.65,91.56,0.02,100.75,3.34,48.13,4.05,48.6,97.3,125.95,78.42
02.02.2019  08:00,26.98,19.65,88.31,0.01,100.82,3.34,50.61,3.92,52.7,269.68,362.5,64.39
02.02.2019  09:00,27.69,19.35,83.38,0.01,100.85,3.3,47.5,3.77,49.88,460.7,592.05,50.73
02.02.2019  10:00,28.06,19.23,81.19,0.01,100.82,3.26,35.06,3.63,37.66,622.6,777.27,37.92
02.02.2019  11:00,28.33,19.29,80.19,0,100.76,3.47,23.05,3.84,25.94,738.64,898.75,27.19
02.02.2019  12:00,28.43,19.35,79.88,0,100.67,3.73,14.41,4.1,17.3,705.07,945.88,21.88
02.02.2019  13:00,28.36,19.35,79.94,0,100.58,3.99,8.23,4.36,10.85,713.02,914.7,25.61
02.02.2019  14:00,28.08,19.23,80.81,0,100.51,4.2,3.74,4.6,5.65,564.55,808.35,35.66
02.02.2019  15:00,27.74,19.17,82.06,0,100.47,4.29,2.29,4.75,3.68,331.41,637.58,48.22
02.02.2019  16:00,27.36,18.98,83.25,0,100.47,4.28,4.08,4.81,4.94,152.44,417.42,61.77
02.02.2019  17:00,26.94,18.92,84.94,0,100.52,3.93,7.31,4.57,7.06,60.62,177.52,75.75
02.02.2019  18:00,26.44,18.86,87.38,0,100.58,3.52,11.26,4.45,9.69,9.87,11.9,88.19
02.02.2019  19:00,26.25,18.8,88.19,0,100.65,3.58,13.64,4.55,13.11,0,0,N/A
02.02.2019  20:00,26.14,18.8,88.62,0,100.71,3.78,16.34,4.79,16.57,0,0,N/A
02.02.2019  21:00,26.05,18.8,89.19,0,100.75,4.01,17.91,5.1,18.57,0,0,N/A
02.02.2019  22:00,25.98,18.86,89.88,0,100.77,4.07,17.64,5.14,18.16,0,0,N/A
02.02.2019  23:00,25.89,18.92,90.56,0,100.77,3.81,15.2,4.79,14.92,0,0,N/A
03.02.2019  00:00,25.76,18.92,91.44,0,100.72,3.69,12.09,4.62,11.4,0,0,N/A
03.02.2019  01:00,25.68,18.98,91.94,0,100.65,3.65,12.99,4.49,12.25,0,0,N/A
03.02.2019  02:00,25.62,18.92,92.06,0,100.59,3.59,16.07,4.37,15.23,0,0,N/A
03.02.2019  03:00,25.65,18.92,91.75,0,100.58,3.5,20.66,4.26,19.83,0,0,N/A
03.02.2019  04:00,25.69,18.86,91.31,0,100.62,3.29,25.77,3.98,25.06,0,0,N/A
03.02.2019  05:00,25.73,18.8,90.69,0,100.68,3.17,28.27,3.82,27.51,0,0,N/A
03.02.2019  06:00,25.85,18.74,89.94,0,100.75,3.11,28.5,3.76,27.74,6.95,4.25,89.29
03.02.2019  07:00,26.64,18.98,87.12,0,100.82,3.2,28.57,3.76,28.8,84.39,136.23,78.41
03.02.2019  08:00,27.35,18.92,83.19,0,100.88,3.41,25.98,3.83,27.35,250.67,376.52,64.35
03.02.2019  09:00,27.88,18.92,80.88,0,100.91,3.57,19.59,3.97,21.72,424.34,604.45,50.66
03.02.2019  10:00,28.23,18.98,79.38,0,100.89,3.81,11.47,4.21,13.96,570.2,787.95,37.8
03.02.2019  11:00,28.44,18.98,78.38,0,100.85,4.16,4.85,4.55,7.5,727.8,907.48,26.98
03.02.2019  12:00,28.48,18.92,77.88,0,100.77,4.48,0,4.87,2.21,679.87,954,21.59
03.02.2019  13:00,28.15,18.74,78.69,0,100.7,4.81,356.18,5.26,357.79,688.31,921.48,25.36
03.02.2019  14:00,27.73,18.55,79.75,0,100.63,4.92,354.9,5.44,356.38,671.19,813.73,35.48
03.02.2019  15:00,27.34,18.31,80.56,0,100.6,4.85,356.12,5.44,357.2,492.95,641.73,48.09
03.02.2019  16:00,26.98,18.13,81.44,0,100.59,4.63,358.74,5.27,359.49,326.35,420.73,61.66
03.02.2019  17:00,26.6,18.13,83.31,0,100.62,4.16,0,4.91,359.54,135.21,179.75,75.68
03.02.2019  18:00,26.2,18.31,86.12,0,100.67,3.66,1.22,4.68,359.52,14.26,12.23,88.16
03.02.2019  19:00,26.06,18.49,87.62,0,100.73,3.53,2.54,4.57,0.88,0,0,N/A
03.02.2019  20:00,26,18.62,88.56,0,100.81,3.62,4.96,4.75,4.06,0,0,N/A
03.02.2019  21:00,25.91,18.68,89.44,0,100.86,3.73,7.45,4.83,6.6,0,0,N/A
03.02.2019  22:00,25.84,18.74,90.25,0,100.87,3.65,8.23,4.73,6.93,0,0,N/A
03.02.2019  23:00,25.78,18.86,91.12,0,100.85,3.55,9.11,4.62,7.09,0,0,N/A
04.02.2019  00:00,25.71,18.98,91.88,0,100.78,3.42,11.46,4.4,9.09,0,0,N/A
04.02.2019  01:00,25.65,19.04,92.44,0,100.7,3.31,15.48,4.19,13.26,0,0,N/A
04.02.2019  02:00,25.64,19.1,92.69,0,100.64,3.39,22.96,4.25,21.1,0,0,N/A
04.02.2019  03:00,25.62,19.1,92.81,0,100.61,3.61,31.18,4.6,30.1,0,0,N/A
04.02.2019  04:00,25.63,19.04,92.62,0.01,100.62,3.87,37.96,5.03,37.74,0,0,N/A
04.02.2019  05:00,25.62,18.92,92,0,100.65,3.9,40.86,5.04,41.6,0,0,N/A
04.02.2019  06:00,25.65,18.74,91.19,0,100.69,3.87,41.89,4.97,42.96,7.2,4.38,89.29
04.02.2019  07:00,26.4,18.86,87.62,0,100.76,4.07,42.67,4.75,43.4,82.42,140.27,78.39
04.02.2019  08:00,27.15,18.62,83.06,0.01,100.84,4.17,43.63,4.8,45.07,237.92,384.02,64.3
04.02.2019  09:00,27.86,18.55,79.31,0.01,100.9,3.95,39.07,4.51,41.42,415.2,613.75,50.59
04.02.2019  10:00,28.37,18.62,77.25,0.01,100.9,3.74,25.07,4.22,28.18,423.07,797.8,37.66
04.02.2019  11:00,28.56,18.8,77.12,0.01,100.86,4.03,12.07,4.5,14.98,598.06,917.65,26.77
04.02.2019  12:00,28.48,18.92,77.88,0.02,100.77,4.52,5.86,5.01,8.43,656.77,961.83,21.3
04.02.2019  13:00,28.24,18.92,78.88,0.02,100.68,4.9,3.56,5.43,5.87,739.16,931.12,25.1
04.02.2019  14:00,27.9,18.86,80.25,0.02,100.59,5.12,2.62,5.71,4.55,621.2,823.83,35.29
04.02.2019  15:00,27.57,18.86,81.62,0.01,100.53,5.28,3.05,5.95,4.67,520.11,651.48,47.95
04.02.2019  16:00,27.14,18.74,83.31,0.02,100.52,5.27,2.8,6.03,3.64,350.27,427.8,61.56
04.02.2019  17:00,26.62,18.74,85.69,0.02,100.57,4.91,0.73,5.85,0.38,148.74,183.33,75.61
04.02.2019  18:00,26.19,18.62,87.56,0.02,100.64,4.35,0,5.53,358.38,15.45,12.62,88.13
04.02.2019  19:00,26.04,18.55,88.19,0.02,100.71,4.04,359.56,5.25,357.53,0,0,N/A
04.02.2019  20:00,25.98,18.55,88.5,0.03,100.79,3.84,358.6,5.05,356.36,0,0,N/A
04.02.2019  21:00,25.92,18.55,88.75,0.02,100.84,3.62,355.91,4.78,353.99,0,0,N/A
04.02.2019  22:00,25.87,18.55,89.12,0.01,100.84,3.34,350.85,4.39,349.01,0,0,N/A
04.02.2019  23:00,25.76,18.55,89.81,0.02,100.81,3.04,345.57,3.92,343.44,0,0,N/A
05.02.2019  00:00,25.64,18.62,90.62,0.03,100.76,2.94,343.82,3.75,341.41,0,0,N/A
05.02.2019  01:00,25.55,18.68,91.25,0.04,100.69,3.01,348.49,3.82,345.91,0,0,N/A
05.02.2019  02:00,25.48,18.74,91.81,0.05,100.64,3.16,355.32,3.96,352.86,0,0,N/A
05.02.2019  03:00,25.43,18.8,92.31,0.07,100.62,3.23,3.61,3.97,1.24,0,0,N/A
05.02.2019  04:00,25.44,18.86,92.56,0.09,100.65,3.18,11.2,3.86,8.74,0,0,N/A
05.02.2019  05:00,25.56,18.86,92.12,0.08,100.7,2.86,15.02,3.35,13.19,0,0,N/A
05.02.2019  06:00,25.74,18.86,91.19,0.08,100.77,2.31,18.37,2.58,17.06,7.34,4.3,89.29
05.02.2019  07:00,26.26,19.23,90.25,0.09,100.85,1.7,21.61,1.74,19.65,79.31,138.38,78.38
05.02.2019  08:00,26.69,19.17,87.75,0.04,100.9,1.17,12.74,1.09,10.34,210.39,381.45,64.26
05.02.2019  09:00,27.06,19.23,86,0.04,100.92,1.1,342.72,1.02,337.38,389.9,610.92,50.5
05.02.2019  10:00,27.6,19.23,83.44,0.05,100.9,1.54,322.61,1.49,316.7,576.03,795.1,37.53
05.02.2019  11:00,27.94,19.29,82.06,0.05,100.84,2.12,321.74,2.11,317.1,770.48,915.77,26.56
05.02.2019  12:00,28.04,19.35,81.75,0.06,100.76,2.7,325.48,2.75,322.61,761.5,955.55,21.02
05.02.2019  13:00,27.87,19.41,82.75,0.05,100.68,3.37,328.26,3.55,326.31,726.75,927.52,24.84
05.02.2019  14:00,27.56,19.35,84,0.06,100.62,3.93,331.34,4.2,329.95,679.88,821.62,35.11
05.02.2019  15:00,27.18,19.29,85.38,0.06,100.59,4.24,336.46,4.64,335.42,480.65,650.65,47.82
05.02.2019  16:00,26.82,19.1,86.5,0.06,100.61,4.37,342.31,4.87,341.3,284.38,429.58,61.47
05.02.2019  17:00,26.48,18.98,87.69,0.05,100.65,4.17,348.54,4.78,347.17,115.34,186.75,75.54
05.02.2019  18:00,26.18,18.86,88.88,0.05,100.71,3.82,353.89,4.73,350.77,12.6,13.05,88.11
05.02.2019  19:00,26.04,18.8,89.31,0.04,100.77,3.76,356.9,4.79,354.1,0,0,N/A
05.02.2019  20:00,25.94,18.8,89.81,0.04,100.84,3.59,1.25,4.63,358.36,0,0,N/A
05.02.2019  21:00,25.87,18.8,90.44,0.05,100.88,3.52,3.94,4.58,1.08,0,0,N/A
05.02.2019  22:00,25.82,18.92,91.06,0.05,100.87,3.59,5.38,4.68,2.68,0,0,N/A
05.02.2019  23:00,25.74,18.92,91.62,0.05,100.83,3.5,6.28,4.58,3.42,0,0,N/A
06.02.2019  00:00,25.64,18.92,92.06,0.05,100.77,3.42,6.17,4.46,2.91,0,0,N/A
06.02.2019  01:00,25.57,18.92,92.44,0.04,100.7,3.39,6.08,4.42,2.74,0,0,N/A
06.02.2019  02:00,25.51,18.92,92.75,0.05,100.63,3.3,7.07,4.25,3.79,0,0,N/A
06.02.2019  03:00,25.48,18.92,92.88,0.04,100.59,3.17,9.23,4,6.28,0,0,N/A
06.02.2019  04:00,25.45,18.92,92.88,0.04,100.59,3.06,12.97,3.77,10.52,0,0,N/A
06.02.2019  05:00,25.46,18.86,92.75,0.03,100.62,3.01,15.33,3.67,12.91,0,0,N/A
06.02.2019  06:00,25.55,18.92,92.44,0.03,100.69,2.93,16.89,3.56,14.37,6.07,4.42,89.29
06.02.2019  07:00,26.12,19.29,91.06,0.03,100.76,2.82,19.59,3.32,18.26,79.11,143.45,78.35
06.02.2019  08:00,26.67,19.29,88.19,0.01,100.83,2.68,21.77,2.97,22.45,216.38,388.35,64.2
06.02.2019  09:00,27.01,19.29,86.75,0.01,100.86,2.52,15.46,2.72,17.39,372.35,618.42,50.41
06.02.2019  10:00,27.24,19.41,85.88,0.01,100.85,2.64,3.22,2.85,5.04,533.02,802.65,37.39
06.02.2019  11:00,27.43,19.35,84.81,0.01,100.8,3.03,357.78,3.27,359.32,689.83,922.23,26.34
06.02.2019  12:00,27.48,19.29,84.12,0.01,100.72,3.22,354.57,3.51,355.79,714.45,945.77,20.72
06.02.2019  13:00,27.41,19.29,84.31,0.01,100.63,3.31,348.85,3.62,349.81,680.06,914.17,24.59
06.02.2019  14:00,27.27,19.23,84.69,0.01,100.55,3.32,341.78,3.65,342.46,529.44,808.1,34.92
06.02.2019  15:00,27.09,19.17,85.25,0.01,100.5,3.22,335.92,3.57,336.01,406.43,637.58,47.69
06.02.2019  16:00,26.9,19.04,85.88,0.01,100.5,2.96,333.64,3.31,333.19,248.45,418.48,61.38
06.02.2019  17:00,26.66,19.1,87.31,0.01,100.55,2.47,336.75,2.93,335.28,100.59,179.52,75.47
06.02.2019  18:00,26.3,19.17,89.38,0.01,100.6,2.07,344.71,2.68,342.15,10.31,12.67,88.09
06.02.2019  19:00,26.14,19.1,90.06,0.01,100.67,2.17,356.9,2.74,355.41,0,0,N/A
06.02.2019  20:00,26.06,19.04,90.44,0.01,100.75,2.39,9.22,2.99,8.55,0,0,N/A
06.02.2019  21:00,26.05,19.1,90.69,0.02,100.81,2.56,16.67,3.23,16.59,0,0,N/A
06.02.2019  22:00,26.03,19.1,90.94,0.02,100.82,2.64,17.36,3.37,17.39,0,0,N/A
06.02.2019  23:00,25.94,19.17,91.62,0.05,100.78,2.84,13.85,3.63,13.83,0,0,N/A
07.02.2019  00:00,25.85,19.23,92.44,0.11,100.72,3.09,7.56,3.91,7.34,0,0,N/A
07.02.2019  01:00,25.75,19.35,93.31,0.23,100.64,3.38,3.84,4.25,3.48,0,0,N/A
07.02.2019  02:00,25.68,19.41,93.94,0.29,100.58,3.62,6.7,4.56,6.1,0,0,N/A
07.02.2019  03:00,25.58,19.41,94.38,0.27,100.54,3.78,14.61,4.74,14.49,0,0,N/A
07.02.2019  04:00,25.53,19.35,94.56,0.24,100.53,3.91,24.67,4.94,24.9,0,0,N/A
07.02.2019  05:00,25.49,19.29,94.44,0.18,100.56,3.85,31.98,4.86,32.13,0,0,N/A
07.02.2019  06:00,25.62,19.23,93.62,0.08,100.64,3.41,36.35,4.25,36.32,7.38,4.45,89.28
07.02.2019  07:00,26.46,19.53,90.56,0.02,100.74,2.85,39.66,3.33,40.24,103.18,143.48,78.32
07.02.2019  08:00,27.12,19.59,87.38,0.06,100.84,2.48,37.05,2.75,39.24,288.07,387.33,64.16
07.02.2019  09:00,27.71,19.59,84.38,0.05,100.89,2.46,26.97,2.68,30.45,457.62,616.65,50.33
07.02.2019  10:00,28.05,19.53,82.38,0.04,100.89,2.81,13.84,3,17.11,615.64,800.38,37.25
07.02.2019  11:00,28.18,19.59,82.06,0.04,100.85,3.36,6.55,3.59,9.28,774.64,920.62,26.12
07.02.2019  12:00,28.18,19.65,82.25,0.04,100.77,3.79,3.07,4.07,5.72,781.95,965.73,20.41
07.02.2019  13:00,28.08,19.65,82.69,0.04,100.69,4.16,359.03,4.49,1,777.75,932.75,24.33
07.02.2019  14:00,27.88,19.59,83.31,0.04,100.61,4.47,355.99,4.9,357.44,743.84,825.02,34.74
07.02.2019  15:00,27.59,19.47,84.19,0.04,100.55,4.64,356.24,5.18,357.23,524.77,653.48,47.56
07.02.2019  16:00,27.28,19.29,84.88,0.04,100.55,4.73,359.53,5.37,0.17,336.9,431.7,61.28
07.02.2019  17:00,26.94,19.17,86.06,0.04,100.58,4.57,3.92,5.35,3.85,137.25,187.52,75.41
07.02.2019  18:00,26.56,19.04,87.75,0.03,100.62,4.28,8.71,5.49,7.77,12.47,13.25,88.06
07.02.2019  19:00,26.39,18.98,88.38,0.02,100.67,4.26,11.21,5.58,10.32,0,0,N/A
07.02.2019  20:00,26.3,18.92,88.56,0.01,100.74,4.31,13.31,5.76,12.92,0,0,N/A
07.02.2019  21:00,26.18,18.86,88.88,0.01,100.78,4.18,14.5,5.56,14.15,0,0,N/A
07.02.2019  22:00,26.08,18.86,89.31,0.01,100.78,3.89,14.29,5.14,13.8,0,0,N/A
07.02.2019  23:00,26.05,18.86,89.44,0.01,100.78,3.21,9.37,4.03,8.35,0,0,N/A
08.02.2019  00:00,25.98,18.8,89.62,0.01,100.76,2.54,356.83,3.11,354.52,0,0,N/A
08.02.2019  01:00,25.86,18.8,90.31,0.01,100.69,2.35,345.18,2.85,341.61,0,0,N/A
08.02.2019  02:00,25.76,18.86,90.94,0.02,100.62,2.36,344.45,2.82,340.26,0,0,N/A
08.02.2019  03:00,25.73,18.92,91.5,0.03,100.58,2.45,352.13,2.9,348.36,0,0,N/A
08.02.2019  04:00,25.72,18.98,91.88,0.03,100.58,2.64,2.03,3.11,359.28,0,0,N/A
08.02.2019  05:00,25.73,19.1,92.19,0.04,100.63,2.83,7.3,3.34,4.83,0,0,N/A
08.02.2019  06:00,25.79,19.17,92.31,0.04,100.69,2.98,9.04,3.54,6.2,7.3,4.52,89.28
08.02.2019  07:00,26.15,19.47,91.69,0.04,100.77,3.05,9.73,3.6,6.35,103,146.1,78.29
08.02.2019  08:00,26.44,19.41,90.06,0.01,100.84,3.15,7.71,3.51,6.78,304.6,392.42,64.09
08.02.2019  09:00,26.67,19.41,88.88,0,100.88,3.17,5.09,3.46,5.44,486.37,623.15,50.23
08.02.2019  10:00,26.86,19.41,87.75,0,100.87,3.43,359.48,3.76,0,654.75,807.33,37.11
08.02.2019  11:00,27,19.23,86.38,0,100.82,3.8,353.04,4.18,353.67,750.93,927.7,25.9
08.02.2019  12:00,27.09,19.1,85.19,0,100.74,4.01,347.4,4.43,347.98,804.29,970.12,20.11
08.02.2019  13:00,27.11,18.92,84.44,0,100.66,4.11,342.53,4.55,343.03,825.85,938.15,24.07
08.02.2019  14:00,27.04,18.8,84.12,0,100.59,4.22,339.75,4.67,340.14,721.54,830.7,34.56
08.02.2019  15:00,26.93,18.68,84.06,0,100.56,4.35,340.07,4.83,340.45,530.62,657.73,47.44
08.02.2019  16:00,26.7,18.55,84.56,0,100.56,4.45,343.47,5.02,343.65,347.1,434.42,61.2
08.02.2019  17:00,26.4,18.49,85.75,0,100.58,4.26,347.72,4.99,347.25,137.66,189.8,75.35
08.02.2019  18:00,26.02,18.43,87.5,0,100.6,3.83,352.98,4.92,351.23,13.62,13.62,88.04
08.02.2019  19:00,25.85,18.37,88.19,0,100.65,3.67,356.95,4.81,355.24,0,0,N/A
08.02.2019  20:00,25.77,18.31,88.31,0,100.73,3.53,359.62,4.6,357.86,0,0,N/A
08.02.2019  21:00,25.71,18.19,88.19,0,100.82,3.14,357.86,4.11,355.53,0,0,N/A
08.02.2019  22:00,25.65,18.13,88.31,0,100.85,3.06,352.68,4.08,350.09,0,0,N/A
08.02.2019  23:00,25.55,18.13,88.62,0,100.82,3.26,352.7,4.26,350.3,0,0,N/A
09.02.2019  00:00,25.42,18.07,89,0,100.77,3.25,354.21,4.19,351.96,0,0,N/A
09.02.2019  01:00,25.3,17.94,89.19,0,100.71,3.13,354.28,4.06,351.93,0,0,N/A
09.02.2019  02:00,25.21,17.88,89.31,0,100.67,3.16,355.32,4.14,353.28,0,0,N/A
09.02.2019  03:00,25.15,17.88,89.5,0,100.65,3.21,357.9,4.19,355.94,0,0,N/A
09.02.2019  04:00,25.1,17.88,89.81,0,100.65,3.16,0.28,4.08,358.24,0,0,N/A
09.02.2019  05:00,25.08,17.88,89.94,0,100.7,3.08,359.27,3.96,357.17,0,0,N/A
09.02.2019  06:00,25.16,18.01,90.06,0,100.76,3.02,356.44,3.95,353.63,6.91,4.5,89.27
09.02.2019  07:00,25.81,18.25,87.88,0,100.83,3.23,352.77,3.74,352.43,93.38,144.2,78.26
09.02.2019  08:00,26.33,18.25,85.44,0.04,100.9,3.15,349.42,3.44,350.32,275.27,392.05,64.04
09.02.2019  09:00,26.75,18.37,83.81,0.05,100.94,3.23,343.41,3.46,344.39,437.27,625.58,50.14
09.02.2019  10:00,27.08,18.49,82.81,0.05,100.92,3.53,336.78,3.73,337.46,622.9,812.42,36.96
09.02.2019  11:00,27.33,18.62,82.06,0.05,100.87,3.93,334.3,4.14,334.64,657.22,934.62,25.66
09.02.2019  12:00,27.4,18.68,81.88,0.06,100.8,4.3,334.74,4.58,334.97,758.02,976.17,19.8
09.02.2019  13:00,27.35,18.68,82.19,0.06,100.73,4.72,335.68,5.08,335.96,724.84,946.15,23.81
09.02.2019  14:00,27.19,18.68,82.81,0.07,100.66,5.11,337.82,5.6,338.12,632.36,839.23,34.39
09.02.2019  15:00,26.91,18.55,83.56,0.08,100.63,5.32,341.59,5.94,341.92,526.54,665.75,47.32
09.02.2019  16:00,26.58,18.37,84.5,0.08,100.64,5.36,345.9,6.09,346.12,345.62,440.85,61.11
09.02.2019  17:00,26.23,18.25,85.75,0.09,100.65,5.07,349.07,5.91,348.79,133.12,193.55,75.29
09.02.2019  18:00,25.89,18.19,87.25,0.1,100.68,4.65,351.99,5.83,350.98,16.12,13.83,88.02
09.02.2019  19:00,25.76,18.19,87.69,0.09,100.73,4.52,353.75,5.89,352.91,0,0,N/A
09.02.2019  20:00,25.73,18.19,87.94,0.09,100.82,4.21,354.25,5.69,353.77,0,0,N/A
09.02.2019  21:00,25.73,18.19,88.31,0.07,100.91,3.8,352.55,5.19,352.3,0,0,N/A
09.02.2019  22:00,25.7,18.31,88.81,0.04,100.94,3.7,352.84,5.05,352.53,0,0,N/A
09.02.2019  23:00,25.56,18.31,89.62,0.02,100.9,3.8,358.35,4.97,358.02,0,0,N/A
10.02.2019  00:00,25.44,18.37,90.5,0.01,100.83,3.92,7.9,5.07,7.62,0,0,N/A
10.02.2019  01:00,25.36,18.43,91.12,0,100.75,3.94,19.08,5.08,18.55,0,0,N/A
10.02.2019  02:00,25.27,18.37,91.19,0,100.72,3.57,29.93,4.5,28.88,0,0,N/A
10.02.2019  03:00,25.33,18.25,90.5,0.01,100.72,2.95,39.73,3.53,38.62,0,0,N/A
10.02.2019  04:00,25.37,18.19,89.75,0.01,100.76,2.45,48.75,2.85,47.78,0,0,N/A
10.02.2019  05:00,25.43,18.13,89.25,0.01,100.81,2.26,54.55,2.57,54.14,0,0,N/A
10.02.2019  06:00,25.4,18.07,89.25,0.01,100.89,2.32,57.91,2.64,57.67,6.45,4.55,89.27
10.02.2019  07:00,26.17,18.55,87.5,0.01,100.97,2.55,63.04,2.92,64.46,84.7,144.52,78.22
10.02.2019  08:00,27.15,18.13,80.94,0.05,101.03,2.8,66.15,3.17,68.75,242.29,392.58,63.97
10.02.2019  09:00,27.82,17.94,77.06,0.03,101.06,2.92,60.9,3.27,64.54,444.05,625.52,50.04
10.02.2019  10:00,28.44,17.88,73.94,0.03,101.02,3.04,49.38,3.35,54.38,580.2,811.45,36.81
10.02.2019  11:00,28.81,17.94,72.69,0.03,100.96,3.29,36.71,3.59,41.64,758.45,932.83,25.44
10.02.2019  12:00,28.98,18.13,72.56,0.02,100.88,3.61,25.51,3.91,30,805.73,956.7,19.49
10.02.2019  13:00,28.99,18.25,73,0.04,100.79,3.95,16.32,4.27,19.99,790.88,926.88,23.55
10.02.2019  14:00,28.76,18.31,74.19,0.03,100.72,4.33,8.31,4.72,10.98,717.97,819.3,34.21
10.02.2019  15:00,28.41,18.43,76.19,0.01,100.7,4.69,2.2,5.18,4.07,508.78,645.92,47.2
10.02.2019  16:00,27.93,18.49,78.69,0.01,100.71,4.9,359.27,5.51,0.24,319.07,422.85,61.03
10.02.2019  17:00,27.26,18.62,82.44,0.01,100.75,4.73,359.34,5.54,358.87,127.76,180.85,75.23
10.02.2019  18:00,26.51,18.74,86.75,0,100.8,4.32,2.9,5.49,0.98,15.7,12.9,88
10.02.2019  19:00,26.24,18.86,88.5,0,100.87,4.17,7.54,5.38,6,0,0,N/A
