Date Time,T (degC), Spec_H (g/kg),Rel_H (5),Prep (mm/hr),Pressure (kPa),WV (10M),WD (10M),WV (50M),WD (50M),AllSky_Irr (Wh/m^2),Clrsky_Irr (Wh/m^2) ,Zenith
10.02.2019  20:00,26.18,18.92,89.19,0,100.94,4.2,12.36,5.45,11.57,0,0,N/A
10.02.2019  21:00,26.15,18.98,89.75,0.01,100.99,4.07,16.17,5.2,15.77,0,0,N/A
10.02.2019  22:00,26.12,19.04,90.38,0.03,100.99,3.9,20.14,4.92,19.76,0,0,N/A
10.02.2019  23:00,26.04,19.17,91.19,0.06,100.97,3.86,23.09,4.87,22.54,0,0,N/A
11.02.2019  00:00,25.92,19.23,92.06,0.1,100.92,3.88,26.05,4.87,25.54,0,0,N/A
11.02.2019  01:00,25.82,19.23,92.56,0.11,100.86,3.86,31.44,4.81,31.11,0,0,N/A
11.02.2019  02:00,25.72,19.17,92.88,0.12,100.8,4.03,37.11,5.05,37.21,0,0,N/A
11.02.2019  03:00,25.55,19.04,93.12,0.07,100.75,4.34,41.35,5.53,42.08,0,0,N/A
11.02.2019  04:00,25.4,18.8,92.69,0.04,100.73,4.56,45.21,5.83,46.25,0,0,N/A
11.02.2019  05:00,25.22,18.43,92.06,0.04,100.77,4.26,51.11,5.37,52.26,0,0,N/A
11.02.2019  06:00,25.23,18.25,91.12,0.04,100.87,3.58,57.84,4.51,58.9,6.55,4.38,89.26
11.02.2019  07:00,26.18,18.37,86.81,0.03,100.98,3.27,63.31,3.9,64.87,97.21,137.67,78.18
11.02.2019  08:00,27.01,18.19,81.81,0.04,101.06,3.37,65.22,3.89,67.09,290.73,381.23,63.91
11.02.2019  09:00,27.82,18.07,77.69,0.01,101.09,3.36,59.86,3.84,62.86,473.9,612.42,49.94
11.02.2019  10:00,28.51,18.07,74.5,0.01,101.06,3.26,48.98,3.68,53.2,557.97,798,36.66
11.02.2019  11:00,28.98,18.25,73.19,0,100.99,3.41,37,3.84,41.61,753.27,920.27,25.2
11.02.2019  12:00,29.25,18.43,72.56,0,100.91,3.68,26.78,4.13,31.37,828.53,970.65,19.18
11.02.2019  13:00,29.34,18.49,72.5,0,100.82,4.07,19.17,4.59,23.03,822.3,940.77,23.29
11.02.2019  14:00,29.21,18.62,73.56,0.01,100.75,4.57,11.73,5.19,14.37,730.95,834.65,34.05
11.02.2019  15:00,28.8,18.86,76.06,0.01,100.7,5.17,5.63,5.91,7.22,560.38,662.5,47.09
11.02.2019  16:00,28.19,19.04,79.75,0.02,100.73,5.5,2.2,6.33,2.9,372.02,439.77,60.95
11.02.2019  17:00,27.48,19.29,84.25,0.03,100.78,5.39,1.66,6.42,1.26,154.7,193.88,75.19
11.02.2019  18:00,26.73,19.47,88.88,0.05,100.84,4.91,4.29,6.26,2.72,14.48,14.15,87.98
11.02.2019  19:00,26.51,19.53,90.44,0.08,100.92,4.79,9.66,6.26,8.25,0,0,N/A
11.02.2019  20:00,26.46,19.53,90.75,0.1,100.99,4.78,15.95,6.22,15.07,0,0,N/A
11.02.2019  21:00,26.43,19.53,90.88,0.12,101.03,4.66,21.84,6.04,21.48,0,0,N/A
11.02.2019  22:00,26.4,19.47,90.88,0.1,101.02,4.49,27.37,5.71,27.55,0,0,N/A
11.02.2019  23:00,26.31,19.47,91.12,0.11,100.98,4.29,31.89,5.4,32.47,0,0,N/A
12.02.2019  00:00,26.19,19.35,91.25,0.09,100.93,4.26,36.28,5.34,37.15,0,0,N/A
12.02.2019  01:00,26.06,19.23,91.25,0.08,100.85,4.3,42.13,5.39,43.41,0,0,N/A
12.02.2019  02:00,25.92,19.1,91.38,0.06,100.8,4.39,47.6,5.54,49.46,0,0,N/A
12.02.2019  03:00,25.78,18.92,91.38,0.04,100.79,4.46,50.82,5.7,52.91,0,0,N/A
12.02.2019  04:00,25.64,18.74,91.25,0.02,100.81,4.53,52.99,5.83,55.16,0,0,N/A
12.02.2019  05:00,25.5,18.49,90.88,0.01,100.86,4.38,54.58,5.62,56.58,0,0,N/A
12.02.2019  06:00,25.51,18.31,90.06,0,100.92,4.16,56.64,5.39,58.87,7.23,4.8,89.25
12.02.2019  07:00,26.4,18.37,85.75,0,101,4.24,59.56,5.02,60.84,111.02,149.62,78.13
12.02.2019  08:00,27.25,18.25,81.06,0,101.06,4.35,61.46,5.08,63.04,317.82,398.27,63.84
12.02.2019  09:00,28.01,18.25,77.5,0,101.09,4.29,59.47,4.99,61.67,545.47,629.95,49.84
12.02.2019  10:00,28.64,18.37,75.19,0,101.06,3.98,52.25,4.63,55.45,765.78,815.42,36.51
12.02.2019  11:00,29.11,18.55,73.81,0,101,3.79,42.33,4.43,46.29,813.89,936.88,24.96
12.02.2019  12:00,29.37,18.74,73.25,0,100.91,3.82,32.23,4.48,36.49,884.09,980.05,18.86
12.02.2019  13:00,29.41,18.8,73.31,0,100.81,3.95,22.81,4.6,26.74,880.54,949.17,23.03
12.02.2019  14:00,29.24,18.8,74.12,0,100.73,4.13,13.56,4.77,16.77,817.67,842.55,33.88
12.02.2019  15:00,28.85,18.86,75.94,0,100.69,4.4,4.27,5.03,6.33,641.09,670.33,46.97
12.02.2019  16:00,28.23,18.92,79.06,0,100.7,4.7,357.52,5.37,358.58,433.54,446.95,60.88
12.02.2019  17:00,27.45,19.04,83.31,0,100.75,4.65,355.56,5.56,355.48,192.63,198.58,75.13
12.02.2019  18:00,26.67,19.17,87.75,0,100.81,4.29,356.76,5.52,355.45,17.97,14.67,87.96
12.02.2019  19:00,26.41,19.17,89.19,0,100.88,4.2,358.72,5.5,357.48,0,0,N/A
12.02.2019  20:00,26.31,19.17,89.75,0,100.95,4.23,359.68,5.5,358.62,0,0,N/A
12.02.2019  21:00,26.23,19.17,90.12,0,101.01,4.24,0.42,5.41,359.26,0,0,N/A
12.02.2019  22:00,26.17,19.1,90.19,0,101.02,4.31,4.99,5.46,4.27,0,0,N/A
12.02.2019  23:00,26.12,18.92,89.69,0.01,101,4.55,14.82,5.71,13.94,0,0,N/A
13.02.2019  00:00,25.99,18.86,90.12,0.02,100.93,4.61,22.18,5.74,21.74,0,0,N/A
13.02.2019  01:00,25.87,18.86,90.44,0.04,100.87,4.78,29.12,5.97,29.28,0,0,N/A
13.02.2019  02:00,25.78,18.74,90.44,0.04,100.84,4.97,35.27,6.38,36.03,0,0,N/A
13.02.2019  03:00,25.68,18.49,89.94,0.03,100.85,5.19,41.03,6.81,42.35,0,0,N/A
13.02.2019  04:00,25.54,18.13,88.94,0.03,100.86,5.46,45.93,7.24,47.71,0,0,N/A
13.02.2019  05:00,25.34,17.7,87.69,0.01,100.89,5.66,48.52,7.55,50.54,0,0,N/A
13.02.2019  06:00,25.15,17.27,86.62,0,100.94,5.65,50.28,7.46,52.01,6.81,4.95,89.23
13.02.2019  07:00,25.65,17.09,83.25,0,101.03,5.82,52.75,6.97,54.3,111.31,152.02,78.09
13.02.2019  08:00,26.32,16.85,78.94,0,101.1,5.77,54.59,6.75,56.33,317.98,402.35,63.77
13.02.2019  09:00,27.05,16.78,75.44,0,101.14,5.56,51.05,6.4,53.28,514.25,635.9,49.73
13.02.2019  10:00,27.69,16.97,73.44,0,101.13,5.25,42.83,5.97,45.69,672.32,822.73,36.34
13.02.2019  11:00,28.14,17.21,72.56,0,101.09,5.12,32.79,5.74,36.14,768.21,944.42,24.72
13.02.2019  12:00,28.33,17.4,72.38,0,101.01,5.14,23.48,5.69,27.02,839.13,989.8,18.53
13.02.2019  13:00,28.35,17.46,72.75,0,100.93,5.18,14.85,5.72,18.24,837.17,958.55,22.77
13.02.2019  14:00,28.02,17.52,74.25,0,100.85,5.46,7.06,6.09,9.6,753.44,851.05,33.71
13.02.2019  15:00,27.65,17.58,76.12,0,100.82,5.8,2.7,6.56,4.58,627.41,677.6,46.86
13.02.2019  16:00,27.23,17.64,78.19,0,100.81,5.97,1.65,6.83,2.95,433.76,451.3,60.8
13.02.2019  17:00,26.64,17.64,81.12,0,100.86,5.71,2.98,6.78,3.23,175.76,200.5,75.09
13.02.2019  18:00,25.94,17.64,84.56,0,100.91,5.25,7.27,6.84,6.36,17.77,14.9,87.95
13.02.2019  19:00,25.68,17.64,85.88,0,100.96,5.12,11.81,6.8,11.32,0,0,N/A
13.02.2019  20:00,25.56,17.7,86.62,0,101.03,4.97,15.5,6.61,15.35,0,0,N/A
13.02.2019  21:00,25.46,17.7,87.44,0,101.07,4.9,17.54,6.44,17.42,0,0,N/A
13.02.2019  22:00,25.37,17.76,88.06,0,101.04,4.95,19.64,6.42,19.47,0,0,N/A
13.02.2019  23:00,25.29,17.82,88.69,0,100.98,4.95,21.58,6.38,21.41,0,0,N/A
14.02.2019  00:00,25.19,17.88,89.56,0,100.91,4.73,24.15,5.97,23.92,0,0,N/A
14.02.2019  01:00,25.19,17.94,89.81,0,100.89,4.11,29.97,5.1,29.74,0,0,N/A
14.02.2019  02:00,25.27,17.88,89.25,0,100.91,3.55,41.34,4.35,40.99,0,0,N/A
14.02.2019  03:00,25.19,17.82,89.06,0,100.91,3.49,50.82,4.24,50.38,0,0,N/A
14.02.2019  04:00,24.97,17.64,89.62,0,100.88,3.84,56.21,4.73,56.31,0,0,N/A
14.02.2019  05:00,24.8,17.52,89.62,0,100.88,4.09,61.14,5.11,61.98,0,0,N/A
14.02.2019  06:00,24.83,17.4,89,0,100.9,4.1,66.66,5.21,67.7,7.33,4.77,89.23
14.02.2019  07:00,25.92,17.52,83.94,0,100.95,4.15,72.45,5.04,73.98,126.26,142.1,78.04
14.02.2019  08:00,26.9,17.15,77.81,0,100.99,4.08,76.15,4.76,78.15,369.7,389.9,63.69
14.02.2019  09:00,27.77,17.03,73.44,0,100.98,3.74,71.49,4.27,74.08,582.16,627.35,49.62
14.02.2019  10:00,28.54,17.21,70.88,0,100.94,3.34,57.02,3.8,60.69,782.17,817.1,36.19
14.02.2019  11:00,29.03,17.64,70.5,0,100.87,3.31,37.82,3.78,41.9,916.64,942.98,24.48
14.02.2019  12:00,29.24,17.88,70.38,0,100.77,3.62,22.31,4.11,26.18,984.52,1008.4,18.21
14.02.2019  13:00,29.23,17.94,70.75,0,100.68,4.01,11.11,4.52,14.61,927.38,972.58,22.52
14.02.2019  14:00,28.9,17.94,72.06,0,100.6,4.5,2.68,5.1,4.75,809.62,864.6,33.55
14.02.2019  15:00,28.38,18.01,74.56,0,100.56,5.1,356.23,5.8,357.45,661.12,690.05,46.76
14.02.2019  16:00,27.69,18.13,78.06,0,100.57,5.46,353.76,6.26,354.56,440.55,463.58,60.73
14.02.2019  17:00,26.93,18.25,82.19,0,100.63,5.24,352.72,6.18,352.6,200.43,210.45,75.05
14.02.2019  18:00,26.12,18.25,86.38,0,100.69,4.69,353.59,6.07,352.54,19.61,16.25,87.94
14.02.2019  19:00,25.92,18.31,87.5,0,100.75,4.4,356.13,5.85,355.79,0,0,N/A
14.02.2019  20:00,25.93,18.31,87.69,0,100.82,4.18,0.43,5.6,0.56,0,0,N/A
14.02.2019  21:00,25.94,18.43,88.12,0,100.87,3.85,4.77,5.05,4.97,0,0,N/A
14.02.2019  22:00,25.91,18.49,88.5,0,100.88,3.53,10.59,4.56,10.66,0,0,N/A
14.02.2019  23:00,25.85,18.55,89.19,0,100.87,3.36,20.29,4.28,20.29,0,0,N/A
15.02.2019  00:00,25.75,18.68,90.25,0,100.82,3.35,30.21,4.22,30.45,0,0,N/A
15.02.2019  01:00,25.64,18.74,91.12,0.01,100.77,3.41,39.42,4.3,40.35,0,0,N/A
15.02.2019  02:00,25.51,18.68,91.5,0.02,100.73,3.56,47.67,4.51,49.28,0,0,N/A
15.02.2019  03:00,25.37,18.55,91.56,0.01,100.71,3.72,53.97,4.8,56.08,0,0,N/A
15.02.2019  04:00,25.23,18.31,91.19,0,100.71,3.9,58.76,5.15,60.87,0,0,N/A
15.02.2019  05:00,25.09,17.94,90.19,0,100.74,4.08,64.12,5.46,66.37,0,0,N/A
15.02.2019  06:00,25.08,17.7,89,0,100.79,4.07,69.65,5.47,71.95,7.41,4.98,89.21
15.02.2019  07:00,25.99,17.58,84,0,100.83,4.05,74.22,4.97,76.07,122.12,148.35,77.98
15.02.2019  08:00,26.98,17.33,78.12,0,100.89,3.75,77.5,4.44,79.88,369.76,397.95,63.61
15.02.2019  09:00,27.97,17.21,73.06,0,100.92,3.34,75.93,3.87,78.71,590.74,632.65,49.51
15.02.2019  10:00,28.8,17.46,70.75,0,100.92,2.73,63.43,3.18,67.65,810.86,819.88,36.02
15.02.2019  11:00,29.34,17.7,69.5,0,100.85,2.62,41.38,3.05,46.77,914.42,942.25,24.23
15.02.2019  12:00,29.53,18.01,69.69,0,100.77,2.99,23.75,3.44,28.6,904.85,993.7,17.88
15.02.2019  13:00,29.48,18.13,70.44,0,100.68,3.36,11.81,3.85,15.53,890.39,961.38,22.26
15.02.2019  14:00,29.23,18.25,71.81,0,100.62,3.66,3.92,4.23,6.47,748.77,852.7,33.38
15.02.2019  15:00,28.83,18.31,73.81,0,100.58,3.88,358.5,4.54,0.3,577.84,678.12,46.66
15.02.2019  16:00,28.3,18.49,76.81,0,100.6,3.97,352.99,4.67,353.76,378.84,452.88,60.67
15.02.2019  17:00,27.56,18.68,80.94,0,100.64,3.69,347.64,4.51,347.39,151.63,202.83,75.01
15.02.2019  18:00,26.58,18.92,87.06,0,100.7,3.32,343.06,4.33,341.7,16.98,15.38,87.92
15.02.2019  19:00,26.08,19.23,91,0,100.78,3.06,340.13,3.97,339.39,0,0,N/A
15.02.2019  20:00,25.84,19.47,93.5,0,100.86,2.77,339.67,3.54,339.61,0,0,N/A
15.02.2019  21:00,25.76,19.53,94.5,0,100.93,2.5,340.26,3.15,340.13,0,0,N/A
15.02.2019  22:00,25.76,19.53,94.62,0,100.95,2.24,341.94,2.78,341.46,0,0,N/A
15.02.2019  23:00,25.76,19.41,93.75,0,100.92,2.01,349.91,2.39,350.2,0,0,N/A
16.02.2019  00:00,25.76,19.23,92.81,0,100.87,1.93,4.17,2.27,4.94,0,0,N/A
16.02.2019  01:00,25.7,19.04,92.38,0,100.8,2.04,19.27,2.37,19.87,0,0,N/A
16.02.2019  02:00,25.62,18.92,92.19,0.01,100.74,2.21,32.91,2.62,32.84,0,0,N/A
16.02.2019  03:00,25.63,18.74,91.31,0.01,100.73,2.04,42.98,2.35,42.85,0,0,N/A
16.02.2019  04:00,25.79,18.49,89.25,0.01,100.78,1.58,64.83,1.78,67.26,0,0,N/A
16.02.2019  05:00,25.73,18.25,88.31,0.01,100.83,1.62,80.58,1.86,84.22,0,0,N/A
16.02.2019  06:00,25.73,18.13,87.69,0.01,100.87,1.7,80.45,1.96,85.2,6.7,5.1,89.2
16.02.2019  07:00,26.36,18.19,85.06,0.01,100.95,1.48,86.07,1.66,92.43,124.9,151.88,77.93
16.02.2019  08:00,27.23,18.07,80.12,0.01,101.03,1.09,103.64,1.27,113.57,382.36,401.2,63.53
16.02.2019  09:00,28.03,18.01,76.38,0,101.07,0.74,120.65,0.98,131.44,598.13,633.73,49.4
16.02.2019  10:00,28.69,18.07,73.75,0,101.04,0.1,28.61,0.19,130.1,706.68,820.25,35.86
16.02.2019  11:00,29.08,18.37,73.25,0,100.98,1.07,331.19,0.97,330.95,815.77,941.88,23.98
16.02.2019  12:00,29.12,18.49,73.44,0,100.88,2.05,334.31,2.09,334.97,824.92,982.75,17.55
16.02.2019  13:00,28.97,18.43,73.94,0,100.79,2.83,337.47,2.94,338.34,768.34,951.4,22
16.02.2019  14:00,28.68,18.43,75.06,0,100.72,3.39,340.9,3.58,341.57,707.43,843.05,33.23
16.02.2019  15:00,28.21,18.37,76.81,0,100.68,3.72,344.15,4.04,344.62,527.42,669.48,46.55
16.02.2019  16:00,27.68,18.31,78.88,0,100.67,3.71,348.34,4.13,348.2,350.12,444.2,60.61
16.02.2019  17:00,27.09,18.31,81.81,0,100.7,3.35,352.23,3.94,350.54,141.23,195.77,74.97
16.02.2019  18:00,26.49,18.43,85.38,0,100.73,2.87,357.04,3.64,352.97,15.99,14.55,87.91
16.02.2019  19:00,26.21,18.55,87.31,0,100.78,2.59,1.38,3.33,357.58,0,0,N/A
16.02.2019  20:00,26.02,18.62,88.62,0,100.83,2.49,3.78,3.18,1.13,0,0,N/A
16.02.2019  21:00,25.87,18.68,89.62,0,100.87,2.49,2.51,3.17,0.56,0,0,N/A
16.02.2019  22:00,25.74,18.68,90.5,0,100.87,2.59,358.1,3.26,356.71,0,0,N/A
16.02.2019  23:00,25.62,18.74,91.38,0,100.85,2.7,355.51,3.4,354.46,0,0,N/A
17.02.2019  00:00,25.51,18.86,92.31,0,100.8,2.86,355.15,3.62,354.68,0,0,N/A
17.02.2019  01:00,25.44,18.86,92.94,0,100.75,2.97,355.77,3.78,355.26,0,0,N/A
17.02.2019  02:00,25.34,18.86,93.31,0.01,100.73,2.94,356.8,3.72,356.27,0,0,N/A
17.02.2019  03:00,25.24,18.8,93.44,0.02,100.72,2.85,0.47,3.59,359.63,0,0,N/A
17.02.2019  04:00,25.18,18.68,93.38,0.02,100.74,2.79,7.09,3.51,6,0,0,N/A
17.02.2019  05:00,25.19,18.62,93.12,0.03,100.76,2.75,14.47,3.46,13.03,0,0,N/A
17.02.2019  06:00,25.33,18.68,92.62,0.04,100.82,2.74,21.23,3.5,19.45,6.19,5.08,89.19
17.02.2019  07:00,26.07,18.86,89.44,0.04,100.88,2.99,25.56,3.41,25.39,104.98,149.05,77.87
17.02.2019  08:00,26.69,18.8,86,0.04,100.94,2.94,25.88,3.26,27.12,292.58,397.3,63.45
17.02.2019  09:00,27.33,18.68,82.44,0.02,100.98,2.7,20.69,2.95,23.1,539.27,630.45,49.28
17.02.2019  10:00,27.9,18.55,79.25,0.02,100.97,2.51,7.88,2.67,11.15,649.28,818.1,35.7
17.02.2019  11:00,28.28,18.55,77.44,0.02,100.91,2.66,354.11,2.79,356.78,735.86,941.8,23.73
17.02.2019  12:00,28.43,18.68,77.12,0.02,100.81,3.05,344.68,3.22,345.96,769.53,981,17.21
17.02.2019  13:00,28.32,18.8,77.94,0.01,100.7,3.49,339.13,3.75,339.53,755.51,950.12,21.75
17.02.2019  14:00,28.14,18.8,78.81,0.01,100.61,3.87,336.54,4.21,336.62,579.02,842.42,33.08
17.02.2019  15:00,27.83,18.74,79.81,0.01,100.55,4.11,336.11,4.55,335.86,418.71,667.38,46.46
17.02.2019  16:00,27.37,18.62,81.69,0.01,100.53,4.2,337.68,4.75,336.97,263.02,441.38,60.55
17.02.2019  17:00,26.84,18.68,84.44,0,100.56,3.85,339.69,4.53,338.13,108.46,193.38,74.94
17.02.2019  18:00,26.41,18.74,87.06,0,100.62,3.39,341.02,4.21,338.34,14.73,14.27,87.9
17.02.2019  19:00,26.19,18.8,88.5,0.01,100.69,3.21,342.89,4.05,340.17,0,0,N/A
17.02.2019  20:00,26.03,18.8,89.5,0.04,100.79,3.06,344.58,3.85,341.2,0,0,N/A
17.02.2019  21:00,25.87,18.74,90.12,0.14,100.89,2.56,346.43,3.21,343.59,0,0,N/A
17.02.2019  22:00,25.74,18.62,90.31,0.19,100.93,2.07,352.39,2.6,351.02,0,0,N/A
17.02.2019  23:00,25.62,18.49,90.31,0.13,100.9,1.66,359.46,2.06,358.91,0,0,N/A
18.02.2019  00:00,25.5,18.37,90.12,0.07,100.8,0.97,3.69,1.09,0.41,0,0,N/A
18.02.2019  01:00,25.37,18.19,90.06,0.05,100.73,0.23,38.05,0.03,153.43,0,0,N/A
18.02.2019  02:00,25.26,18.07,89.88,0.03,100.7,0.52,180,1.04,191.23,0,0,N/A
18.02.2019  03:00,25.17,18.07,90.31,0.02,100.72,1.2,201.39,1.98,203.02,0,0,N/A
18.02.2019  04:00,25.12,18.07,90.69,0.02,100.77,1.87,213.56,2.8,212.58,0,0,N/A
18.02.2019  05:00,25.08,18.07,90.88,0.04,100.83,2.26,224.02,3.23,222.06,0,0,N/A
18.02.2019  06:00,25.08,18.01,90.75,0.08,100.9,2.23,230.55,3.1,227.55,6.55,5,89.16
18.02.2019  07:00,25.45,18.01,88.69,0.12,100.97,2.12,231.14,2.54,228.12,126.67,144.95,77.8
18.02.2019  08:00,25.8,17.82,86.25,0.25,101.05,1.73,231.22,1.94,228.92,348,391.3,63.36
18.02.2019  09:00,26.24,17.58,82.94,0.28,101.11,1.41,233.13,1.55,229.3,540.89,624.02,49.16
18.02.2019  10:00,26.69,17.4,79.81,0.3,101.1,1.14,246.08,1.21,240.3,741.58,811.25,35.52
18.02.2019  11:00,27.05,17.33,77.94,0.36,101.05,0.99,271.35,1,263.71,757.91,933.3,23.48
18.02.2019  12:00,27.3,17.52,77.38,0.44,100.96,1.26,299.44,1.21,294.41,681.02,961.23,16.87
18.02.2019  13:00,27.53,17.7,77.19,0.56,100.87,1.78,312.51,1.77,309.81,655.47,930.2,21.5
18.02.2019  14:00,27.59,17.88,77.62,0.64,100.8,2.23,316.98,2.3,315,599,821.98,32.93
18.02.2019  15:00,27.44,18.01,78.81,0.68,100.75,2.55,321.72,2.72,320.47,411.81,648.12,46.37
18.02.2019  16:00,27.05,18.13,81.25,0.62,100.76,2.67,329.01,2.97,328.44,263.02,423.88,60.49
18.02.2019  17:00,26.57,18.25,84.06,0.46,100.78,2.42,336.58,2.95,335.41,106.06,181,74.91
18.02.2019  18:00,26.1,18.25,86.31,0.34,100.82,2.07,347.8,2.85,344.9,13.41,13.3,87.89
18.02.2019  19:00,25.97,18.25,87.25,0.28,100.88,2.03,2.43,2.86,358.28,0,0,N/A
18.02.2019  20:00,25.89,18.31,87.88,0.29,100.94,2.19,16.62,3.04,12.15,0,0,N/A
18.02.2019  21:00,25.8,18.31,88.5,0.32,101,2.4,25.82,3.32,21.55,0,0,N/A
18.02.2019  22:00,25.71,18.37,89.19,0.4,101.01,2.55,30.33,3.51,26.28,0,0,N/A
18.02.2019  23:00,25.64,18.43,89.75,0.53,100.98,2.52,34.28,3.44,30.58,0,0,N/A
19.02.2019  00:00,25.55,18.43,90.19,0.72,100.94,2.23,39.32,2.98,35.61,0,0,N/A
19.02.2019  01:00,25.44,18.31,90.38,0.87,100.91,1.81,44.65,2.38,40.07,0,0,N/A
19.02.2019  02:00,25.33,18.25,90.44,0.93,100.86,1.58,50.63,2.04,43.91,0,0,N/A
19.02.2019  03:00,25.32,18.19,90.31,0.87,100.85,1.51,53.43,1.97,46.29,0,0,N/A
19.02.2019  04:00,25.39,18.13,89.69,0.74,100.84,1.63,56.16,2.08,51.41,0,0,N/A
19.02.2019  05:00,25.56,18.13,88.56,0.57,100.85,1.93,61.15,2.37,58.87,0,0,N/A
19.02.2019  06:00,25.72,18.25,88.38,0.39,100.89,2.31,67.51,2.84,67.32,6.2,5.12,89.15
19.02.2019  07:00,26.4,18.74,87.5,0.22,100.95,2.67,72.63,3.23,74.02,114.38,149.15,77.74
19.02.2019  08:00,27.61,19.04,82.62,0.06,101,2.88,75.85,3.55,78.44,319.68,397.33,63.27
19.02.2019  09:00,28.82,18.92,76.5,0.03,101.02,2.99,74.22,3.59,76.9,535.79,630.15,49.04
19.02.2019  10:00,29.48,19.04,74.19,0.02,100.99,2.7,66.1,3.24,69.69,716.51,816.33,35.36
19.02.2019  11:00,30.08,19.23,72.25,0.01,100.92,2.41,51.19,2.96,56.52,876.09,937.7,23.23
19.02.2019  12:00,30.34,19.41,71.88,0.01,100.82,2.39,31.93,2.95,38.11,774.03,984.12,16.53
19.02.2019  13:00,30.33,19.65,72.62,0,100.72,2.72,15.15,3.3,19.94,820.3,950.83,21.25
19.02.2019  14:00,30.11,19.71,73.75,0.01,100.65,3.29,3.4,3.93,6.28,815.57,841.12,32.78
19.02.2019  15:00,29.64,19.78,75.94,0.01,100.61,4.01,355.42,4.72,356.49,491.68,665.02,46.28
19.02.2019  16:00,28.92,19.9,79.69,0.01,100.64,4.58,350.68,5.36,350.69,233.41,434.98,60.44
19.02.2019  17:00,28.03,19.96,84.31,0.01,100.69,4.61,350.14,5.45,349.43,99.31,189.65,74.88
19.02.2019  18:00,27.13,20.08,89.25,0.01,100.76,4.08,354.06,5.16,352.08,10.72,14.1,87.89
19.02.2019  19:00,26.81,20.02,90.88,0.01,100.83,3.77,358.57,4.84,356.85,0,0,N/A
19.02.2019  20:00,26.69,20.02,91.5,0.01,100.9,3.59,2.87,4.58,1.95,0,0,N/A
19.02.2019  21:00,26.61,19.96,91.75,0.01,100.95,3.4,6.06,4.26,5.69,0,0,N/A
19.02.2019  22:00,26.56,19.9,91.88,0.01,100.95,3.17,7.51,3.9,7.01,0,0,N/A
19.02.2019  23:00,26.51,19.9,92,0.02,100.91,2.95,9.91,3.59,9.38,0,0,N/A
20.02.2019  00:00,26.44,19.9,92.31,0.02,100.83,2.71,15.4,3.26,14.74,0,0,N/A
20.02.2019  01:00,26.41,19.9,92.25,0.02,100.75,2.39,25.81,2.85,25.65,0,0,N/A
20.02.2019  02:00,26.4,19.78,92,0.02,100.7,2.24,40.9,2.71,40.91,0,0,N/A
20.02.2019  03:00,26.44,19.65,91,0.02,100.68,1.99,54.44,2.33,56.2,0,0,N/A
20.02.2019  04:00,26.42,19.53,90.56,0.02,100.77,1.1,96.12,1.28,103.36,0,0,N/A
20.02.2019  05:00,26.4,19.35,90.12,0.02,100.84,1.38,107.41,1.67,112.6,0,0,N/A
20.02.2019  06:00,26.4,19.1,89,0.02,100.88,1.9,99,2.29,102.19,7.66,5.38,89.13
20.02.2019  07:00,27.03,18.92,85,0.02,100.92,2.37,86.41,2.8,89.84,145.54,151.23,77.67
20.02.2019  08:00,28,18.37,78,0.02,100.96,2.97,76.29,3.45,79.3,390.11,401.35,63.18
20.02.2019  09:00,28.71,18.37,74.75,0.02,100.97,3.44,63.26,3.93,65.83,600.47,635.35,48.92
20.02.2019  10:00,29.26,18.68,73.62,0.02,100.94,3.72,48.84,4.28,51.75,712.09,822.67,35.19
20.02.2019  11:00,29.6,18.92,73.12,0.01,100.88,3.96,33.91,4.59,37.05,787.12,945.33,22.97
20.02.2019  12:00,29.71,19.04,73.19,0.01,100.81,4.36,21.13,5.01,24.29,824.64,998.9,16.18
20.02.2019  13:00,29.58,19.1,73.81,0.01,100.76,4.57,9.75,5.18,12.63,860.1,966.17,21
20.02.2019  14:00,29.23,19.1,75.25,0.01,100.73,4.67,357.79,5.2,359.83,788.4,856.77,32.64
20.02.2019  15:00,28.65,19.04,77.62,0,100.72,4.92,348.17,5.45,349.35,625.55,681.35,46.2
20.02.2019  16:00,27.93,18.92,80.56,0,100.76,5.1,344.34,5.72,344.88,421.95,454.7,60.39
20.02.2019  17:00,27.2,18.86,83.62,0,100.8,4.92,347.82,5.71,347.6,179.19,203.08,74.86
20.02.2019  18:00,26.58,18.8,86.62,0,100.84,4.45,355.57,5.65,354.21,18.3,15.3,87.88
20.02.2019  19:00,26.33,18.8,88,0,100.91,4.23,2.65,5.47,1.31,0,0,N/A
20.02.2019  20:00,26.24,18.86,88.81,0,100.97,4.19,7.39,5.4,6.73,0,0,N/A
20.02.2019  21:00,26.19,18.98,89.62,0,101.02,4.3,9.74,5.46,9.72,0,0,N/A
20.02.2019  22:00,26.12,19.1,90.44,0,101,4.43,10.46,5.61,10.43,0,0,N/A
20.02.2019  23:00,26.05,19.17,91.25,0,100.96,4.58,11.81,5.8,11.73,0,0,N/A
21.02.2019  00:00,25.97,19.23,91.75,0,100.89,4.55,14.42,5.74,14.02,0,0,N/A
21.02.2019  01:00,25.98,19.1,91.19,0,100.85,4.05,17.88,5.01,16.96,0,0,N/A
21.02.2019  02:00,26,18.92,90.31,0,100.89,3.04,26.43,3.62,25.46,0,0,N/A
21.02.2019  03:00,25.78,18.86,91,0,100.85,3.43,35.64,4.1,35.69,0,0,N/A
